sar_frame_index,near_state,far_state,pair_safe_state,scene_boundary_state,accepted_as_optional_scene_context
357,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
358,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
359,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
360,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
361,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
362,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
363,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
364,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
365,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
366,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
367,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
368,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
369,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
370,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
371,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
372,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
373,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
374,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
375,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
376,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
377,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
378,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
379,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
380,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
381,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
382,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
383,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
384,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
385,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
386,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
387,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
388,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
389,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
390,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
391,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
392,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
393,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
394,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
395,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
396,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
397,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
398,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
399,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
400,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
401,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
402,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
403,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
404,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
405,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
406,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
407,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
408,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
409,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
410,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
411,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
412,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
413,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
414,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
415,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
416,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
417,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
418,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
419,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
420,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
421,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
422,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
423,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
424,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
425,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
426,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
427,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
428,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
429,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
430,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
431,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
432,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
433,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
434,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
435,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
436,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
437,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
438,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
439,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
440,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
441,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
442,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
443,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
444,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
445,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
446,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
447,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
448,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
449,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
450,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
451,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
452,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
453,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
454,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
455,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
456,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
457,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
458,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
459,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
460,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
461,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
462,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
463,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
464,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
465,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
466,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
467,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
468,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
469,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
470,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
471,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
472,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
473,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
474,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
475,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
476,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
477,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
478,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
479,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
480,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
481,SUPPORTED,SUPPORTED,SUPPORTED,BOTH_SUPPORTED,True
482,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
483,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
484,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
485,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
486,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
487,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
488,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
489,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
490,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
491,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
492,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
493,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
494,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False
