trajectory_id,trajectory_kind,run_id,strict_family_id,admissible_frame_count,unique_frame_count,competing_frame_count,temporal_span_frames,trajectory_length_frames,temporal_occupancy,reselection_after_gap_count,ambiguous_bridge_count,first_offset,last_offset,admissible_offsets,unique_offsets,range_center_min_m,range_center_max_m,theta_center_min_deg,theta_center_max_deg
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_F73DDCA4CDF1A626F597,1,0,1,1,48,0.020833333333333332,0,0,6,6,6,,13.558076817041073,13.558076817041073,-33.31991386413574,-33.31991386413574
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_9114EB86CF69CF6442E2,1,0,1,1,48,0.020833333333333332,0,0,7,7,7,,9.065424056064614,9.065424056064614,-43.788047790527344,-43.788047790527344
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_F2E9B3AA62BF3EBB8ABA,1,0,1,1,48,0.020833333333333332,0,0,7,7,7,,6.017012300168706,6.017012300168706,-35.87510871887207,-35.87510871887207
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_A34CF63D9F5500A1EEC2,2,0,2,2,48,0.041666666666666664,0,0,7,8,7;8,,11.452838810774804,11.46192482208312,-34.355085372924805,-33.3656005859375
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_FC606A0D5CA9F211DA02,1,0,1,1,48,0.020833333333333332,0,0,7,7,7,,6.2982691454456905,6.2982691454456905,-38.137962341308594,-38.137962341308594
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_2D92478E7F1680E9D035,1,0,1,1,48,0.020833333333333332,0,0,7,7,7,,6.2329087997574755,6.2329087997574755,-37.71883010864258,-37.71883010864258
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_DBB08931AD22BDF5E0A6,2,0,2,2,48,0.041666666666666664,0,0,8,9,8;9,,11.03036715297241,11.22316595489444,-31.92118263244629,-31.213146209716797
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_3F46AD03AC232C94DFCA,1,0,1,1,48,0.020833333333333332,0,0,9,9,9,,13.659780691887839,13.659780691887839,-40.84178352355957,-40.84178352355957
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_1AB397875C69A318BD27,1,0,1,1,48,0.020833333333333332,0,0,9,9,9,,6.393935462284052,6.393935462284052,-40.35673713684082,-40.35673713684082
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_80F330EA8C46E8A3944D,1,0,1,1,48,0.020833333333333332,0,0,11,11,11,,13.433077845951775,13.433077845951775,-31.876439094543457,-31.876439094543457
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_6B423966B7749AABE90D,1,0,1,1,48,0.020833333333333332,0,0,13,13,13,,1.1672675153702803,1.1672675153702803,-50.90581512451172,-50.90581512451172
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_2472A6123D7446DDCC38,4,0,4,9,48,0.08333333333333333,1,1,14,22,14;15;16;22,,1.7805962440060126,2.147397826402186,-7.3692708015441895,10.32812786102295
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_C368F69A575A7A44B389,1,0,1,1,48,0.020833333333333332,0,0,14,14,14,,6.528875064398042,6.528875064398042,-41.52157211303711,-41.52157211303711
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_8122A5608FA255390069,1,0,1,1,48,0.020833333333333332,0,0,15,15,15,,11.90473446805144,11.90473446805144,-36.320430755615234,-36.320430755615234
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_21E6C2C3BB575BEBD3E8,2,0,2,2,48,0.041666666666666664,0,0,17,18,17;18,,15.241072302675281,15.406728671406952,-43.70519828796387,-43.33624076843262
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_EF68EBB7EFF5EAEC90F1,1,0,1,1,48,0.020833333333333332,0,0,17,17,17,,10.460198526275295,10.460198526275295,-36.30085563659668,-36.30085563659668
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_50B40F7FB9AA09D13BE2,1,0,1,1,48,0.020833333333333332,0,0,17,17,17,,9.381042445584235,9.381042445584235,-41.41911315917969,-41.41911315917969
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_89FBC0CA7F59088DBA2D,1,0,1,1,48,0.020833333333333332,0,0,18,18,18,,5.596219691428654,5.596219691428654,-24.660831451416016,-24.660831451416016
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_F8BE5C0C5A306ACEB7DC,1,0,1,1,48,0.020833333333333332,0,0,18,18,18,,10.838799705303567,10.838799705303567,-29.8234806060791,-29.8234806060791
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_C216650D6ACD9FB956DE,1,0,1,1,48,0.020833333333333332,0,0,20,20,20,,10.887923308529999,10.887923308529999,-30.65342140197754,-30.65342140197754
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_E3F60E85DF6F734CEEE1,3,0,3,3,48,0.0625,0,1,20,22,20;21;22,,10.660980487854735,10.850292689049798,-27.08784580230713,-26.27200222015381
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_8C2C46756ED67FDEDDC8,1,0,1,1,48,0.020833333333333332,0,0,20,20,20,,8.715404126512492,8.715404126512492,-35.145545959472656,-35.145545959472656
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_4829961985D9D1A28A30,1,0,1,1,48,0.020833333333333332,0,0,20,20,20,,5.7144139594561665,5.7144139594561665,-26.522417068481445,-26.522417068481445
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_324D6445D2C09E1AF072,1,0,1,1,48,0.020833333333333332,0,0,21,21,21,,5.496821896414401,5.496821896414401,-21.222211837768555,-21.222211837768555
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_91DC53BA19E06F59E362,1,0,1,1,48,0.020833333333333332,0,0,21,21,21,,12.864900235477965,12.864900235477965,-37.25115776062012,-37.25115776062012
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_3A2AE8F8CEF625EA289C,23,0,23,23,48,0.4791666666666667,0,21,24,46,24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,,1.7250029992219393,2.1231668286767724,-7.952996253967285,11.343542098999023
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_997D500E0F1FEBF9F599,1,0,1,1,48,0.020833333333333332,0,0,24,24,24,,3.4550930758589007,3.4550930758589007,-27.89037322998047,-27.89037322998047
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_E83D2D62C40CD7AF2CC6,2,0,2,2,48,0.041666666666666664,0,0,24,25,24;25,,10.624787652510907,10.711537230545165,-25.11522388458252,-24.83342456817627
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_2EE59C81C2E8CF58BF2A,1,0,1,1,48,0.020833333333333332,0,0,24,24,24,,10.915425445791804,10.915425445791804,-29.240161895751953,-29.240161895751953
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_EB41C8F2562798AEBDDC,1,0,1,1,48,0.020833333333333332,0,0,24,24,24,,15.157021279288937,15.157021279288937,-33.67917442321777,-33.67917442321777
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_9856F2C7A80C5A9A2128,1,0,1,1,48,0.020833333333333332,0,0,25,25,25,,5.987980775509865,5.987980775509865,-33.21066474914551,-33.21066474914551
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_E4565AC59DF71735200C,1,0,1,1,48,0.020833333333333332,0,0,26,26,26,,10.952461031133726,10.952461031133726,-28.16938304901123,-28.16938304901123
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_2D19EAFC03AC6C113E09,1,0,1,1,48,0.020833333333333332,0,0,28,28,28,,11.269867619516422,11.269867619516422,-31.981871604919434,-31.981871604919434
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_6F70115BF7D406DC76B4,1,0,1,1,48,0.020833333333333332,0,0,28,28,28,,12.652390476160171,12.652390476160171,-30.316378593444824,-30.316378593444824
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_DA80E1E4D93228B1EAA1,1,0,1,1,48,0.020833333333333332,0,0,28,28,28,,11.397950653060478,11.397950653060478,-38.556772232055664,-38.556772232055664
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_DB38A6AA073D3F22E0D6,1,0,1,1,48,0.020833333333333332,0,0,29,29,29,,5.830198158597514,5.830198158597514,-28.264766693115234,-28.264766693115234
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_B310242C75F8F8B3EF86,2,0,2,2,48,0.041666666666666664,0,0,29,30,29;30,,16.355230634358907,16.456121691540638,-39.061532974243164,-38.911455154418945
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_466B9459478D418C2BFB,2,0,2,2,48,0.041666666666666664,0,0,29,30,29;30,,14.347548810511542,14.36363847168156,-24.915910720825195,-24.313485145568848
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_C65EABB59145BC865EAE,1,0,1,1,48,0.020833333333333332,0,0,29,29,29,,12.489200428457835,12.489200428457835,-36.874290466308594,-36.874290466308594
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_5C689B5238B161F2147A,1,0,1,1,48,0.020833333333333332,0,0,29,29,29,,8.99252334281842,8.99252334281842,-35.582523345947266,-35.582523345947266
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_2FBBF1B445F900EDE87E,1,0,1,1,48,0.020833333333333332,0,0,30,30,30,,4.805395582223333,4.805395582223333,-19.780665397644043,-19.780665397644043
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_545D7871F1F7BED8413F,1,0,1,1,48,0.020833333333333332,0,0,30,30,30,,5.899148577991641,5.899148577991641,-32.93897247314453,-32.93897247314453
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_C81A7B8414D9EB72E42D,3,0,3,3,48,0.0625,0,1,30,32,30;31;32,,10.479935287406454,10.688024866850583,-23.70788288116455,-22.93430995941162
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_1EE437E822A91E611836,1,0,1,1,48,0.020833333333333332,0,0,30,30,30,,11.129083987409512,11.129083987409512,-31.17712116241455,-31.17712116241455
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_5A11357D2DA654C7328E,1,0,1,1,48,0.020833333333333332,0,0,31,31,31,,5.4905299135749726,5.4905299135749726,-20.86799716949463,-20.86799716949463
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_41802637FAF791550AE6,1,0,1,1,48,0.020833333333333332,0,0,31,31,31,,5.76107743454976,5.76107743454976,-27.58408260345459,-27.58408260345459
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_CC2B0BB915CD5465ED27,1,0,1,1,48,0.020833333333333332,0,0,31,31,31,,3.5929851413771208,3.5929851413771208,-28.899442672729492,-28.899442672729492
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_6CDF59CD0977CF13E32C,1,0,1,1,48,0.020833333333333332,0,0,32,32,32,,15.60728046366664,15.60728046366664,-33.73053550720215,-33.73053550720215
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_E2F52D674E5C34A7500F,4,0,4,4,48,0.08333333333333333,0,2,33,36,33;34;35;36,,10.424089295034157,10.560056401891693,-24.020773887634277,-23.433490753173828
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_E5D0B0C7B2139BE39C91,1,0,1,1,48,0.020833333333333332,0,0,33,33,33,,5.651915764098288,5.651915764098288,-24.448134422302246,-24.448134422302246
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_C6D08CD59059F218EE4B,1,0,1,1,48,0.020833333333333332,0,0,33,33,33,,5.94105332820315,5.94105332820315,-33.93418312072754,-33.93418312072754
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_0614CA2020C3B55EAE5D,1,0,1,1,48,0.020833333333333332,0,0,33,33,33,,14.906668277711269,14.906668277711269,-27.827547073364258,-27.827547073364258
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_A5751213A3F6AB655A9D,3,0,3,3,48,0.0625,0,1,34,36,34;35;36,,5.4534282706704325,5.762020303041199,-27.699365615844727,-24.485647201538086
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_2422F9A6A404D484B793,1,0,1,1,48,0.020833333333333332,0,0,34,34,34,,17.493184138677076,17.493184138677076,-35.01944923400879,-35.01944923400879
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_9F716450F4D9EF3B35F5,1,0,1,1,48,0.020833333333333332,0,0,35,35,35,,11.852662530018446,11.852662530018446,-32.70033645629883,-32.70033645629883
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_151064E9D9F1740455D9,4,0,4,4,48,0.08333333333333333,0,2,36,39,36;37;38;39,,10.955367563888949,11.078874562997537,-28.557531356811523,-26.899032592773438
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_D1F5EE3AB4B4AF8D88B5,1,0,1,1,48,0.020833333333333332,0,0,36,36,36,,13.211413953464218,13.211413953464218,-20.447769165039062,-20.447769165039062
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_DBDF46DAD9A567D96AD5,1,0,1,1,48,0.020833333333333332,0,0,37,37,37,,10.518057726083336,10.518057726083336,-37.5528564453125,-37.5528564453125
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_8FC098DF0A347DD1529B,1,0,1,1,48,0.020833333333333332,0,0,37,37,37,,11.555992855550933,11.555992855550933,-32.86286926269531,-32.86286926269531
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_1679B0EC4208C59BEC7C,2,0,2,2,48,0.041666666666666664,0,0,38,39,38;39,,14.9235630154257,14.969105576253607,-29.520427703857422,-28.921751976013184
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_82CAF98A9BCC3BAC60B8,1,0,1,1,48,0.020833333333333332,0,0,39,39,39,,7.269163331938605,7.269163331938605,-34.665719985961914,-34.665719985961914
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_6F7ECA8ECFD03BE43981,7,0,7,7,48,0.14583333333333334,0,5,40,46,40;41;42;43;44;45;46,,10.113084097328978,10.313098655817683,-17.46223211288452,-14.778558254241943
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_86B594FBF000C9EF0322,1,0,1,1,48,0.020833333333333332,0,0,41,41,41,,6.133093758341837,6.133093758341837,-33.749135971069336,-33.749135971069336
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_5F241FA9818B90E8AE85,4,0,4,4,48,0.08333333333333333,0,2,42,45,42;43;44;45,,5.423469875836097,5.7540585604841725,-28.306986808776855,-22.40035343170166
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_642CCA21F78EC0AB1377,3,0,3,3,48,0.0625,0,1,42,44,42;43;44,,10.732932139712993,10.782149668536274,-26.213783264160156,-25.082587242126465
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_C242E0A6A24B27F54BC3,1,0,1,1,48,0.020833333333333332,0,0,42,42,42,,5.2201630187479715,5.2201630187479715,-18.610567092895508,-18.610567092895508
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_0638CFC6A592B26CA11F,2,0,2,2,48,0.041666666666666664,0,0,43,44,43;44,,6.012373820693577,6.1070188256848885,-32.80312156677246,-32.51008605957031
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_4EA495F430B133E35418,1,0,1,1,48,0.020833333333333332,0,0,43,43,43,,13.19194709940532,13.19194709940532,-22.269973754882812,-22.269973754882812
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_74B03A829D5D921361D6,1,0,1,1,48,0.020833333333333332,0,0,45,45,45,,7.3020984456884435,7.3020984456884435,-19.733704566955566,-19.733704566955566
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_9C29B54BC1E11545EC59,1,0,1,1,48,0.020833333333333332,0,0,45,45,45,,7.327123682389406,7.327123682389406,-18.598388671875,-18.598388671875
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_FAFFEA03E6C211211742,1,0,1,1,48,0.020833333333333332,0,0,46,46,46,,10.513608646026027,10.513608646026027,-22.74440860748291,-22.74440860748291
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_BDD5DD79A32DC44830C1,1,0,1,1,48,0.020833333333333332,0,0,47,47,47,,7.653545579845425,7.653545579845425,-3.84993839263916,-3.84993839263916
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_5B130FFDF3EA672A6A65,1,0,1,1,48,0.020833333333333332,0,0,47,47,47,,1.7797300771180429,1.7797300771180429,-7.072966575622559,-7.072966575622559
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_65523A15ABDD3F27D4C5,1,0,1,1,48,0.020833333333333332,0,0,47,47,47,,15.354157689131359,15.354157689131359,-33.4134464263916,-33.4134464263916
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_3A41213D20C222D0A61F,1,0,1,1,48,0.020833333333333332,0,0,47,47,47,,7.277643213502422,7.277643213502422,-20.233988761901855,-20.233988761901855
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_E23EC8C4C03E8E146121,1,0,1,1,48,0.020833333333333332,0,0,47,47,47,,5.574476947907662,5.574476947907662,-23.14070224761963,-23.14070224761963
R03_SOURCE_F447_F494,SOURCE_MOVING_PERSON_CORRIDOR,R03ZF,P0MF_70F4BD48CEDD407FC13F,1,0,1,1,48,0.020833333333333332,0,0,47,47,47,,10.842515443200867,10.842515443200867,-25.942825317382812,-25.942825317382812
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_2747142E9651CB354ABF,3,0,3,3,48,0.0625,0,1,0,2,0;1;2,,18.96820512952703,19.065413993667477,-32.59427356719971,-31.951529502868652
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_23B83907AC5BA954E2D8,1,0,1,1,48,0.020833333333333332,0,0,0,0,0,,13.697554780136848,13.697554780136848,-42.62663650512695,-42.62663650512695
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_82A429D52D49FA863198,1,0,1,1,48,0.020833333333333332,0,0,0,0,0,,7.899650512464535,7.899650512464535,-36.89938735961914,-36.89938735961914
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_A59E7639DB97B3180FAD,1,0,1,1,48,0.020833333333333332,0,0,0,0,0,,14.923460832633525,14.923460832633525,-35.62573432922363,-35.62573432922363
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_F669680553570ECBFA35,1,0,1,1,48,0.020833333333333332,0,0,0,0,0,,7.606512853298288,7.606512853298288,-49.480682373046875,-49.480682373046875
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_99AC1D265E4311F89CA4,1,0,1,1,48,0.020833333333333332,0,0,0,0,0,,11.162075611339873,11.162075611339873,-31.989380836486816,-31.989380836486816
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_F5AA3CD83F386849AB45,1,0,1,1,48,0.020833333333333332,0,0,0,0,0,,10.987886463386818,10.987886463386818,-39.68268966674805,-39.68268966674805
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_FBED91A3391001D4BAD6,1,0,1,1,48,0.020833333333333332,0,0,0,0,0,,8.813375232996595,8.813375232996595,-44.839698791503906,-44.839698791503906
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_BAEFF922C1415B3334B5,2,0,2,2,48,0.041666666666666664,0,0,1,2,1;2,,14.378997887139818,14.449223269099953,-33.78628349304199,-33.414947509765625
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_3DEC0CFFBAEB4E08877D,1,0,1,1,48,0.020833333333333332,0,0,1,1,1,,13.911499743217473,13.911499743217473,-37.06535530090332,-37.06535530090332
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_058312673F0296A63D7C,1,0,1,1,48,0.020833333333333332,0,0,1,1,1,,19.55163068332218,19.55163068332218,-36.4875431060791,-36.4875431060791
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_E04D94FA4B845C596946,2,0,2,2,48,0.041666666666666664,0,0,1,2,1;2,,14.938035814535686,14.957993455641848,-49.08250045776367,-47.96422004699707
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_98DC867CC18A4AA12FE5,1,0,1,1,48,0.020833333333333332,0,0,1,1,1,,8.192531682500928,8.192531682500928,-33.97275924682617,-33.97275924682617
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_7DC3617CD1A6F7B1FB2B,1,0,1,1,48,0.020833333333333332,0,0,1,1,1,,13.493550448080917,13.493550448080917,-32.66110610961914,-32.66110610961914
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_80F719F3E10BF31A8459,1,0,1,1,48,0.020833333333333332,0,0,1,1,1,,16.42919084898054,16.42919084898054,-32.942955017089844,-32.942955017089844
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_32A9322CEFF9D7CBE9D7,1,0,1,1,48,0.020833333333333332,0,0,2,2,2,,11.505462948745315,11.505462948745315,-50.39025115966797,-50.39025115966797
R03_NULL_380_427,MATCHED_NO_PERSON_TIME_SHIFT,R03ZF,P0MF_89BFD28F2DFA3248FB25,1,0,1,1,48,0.020833333333333332,0,0,2,2,2,,15.179740436157386,15.179740436157386,-43.72597312927246,-43.72597312927246
