bracket_id,sar_frame_index,sar_timestamp_ms,status,reason,required_action
B_MID_LATER,259,8633,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,260,8667,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,261,8700,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,262,8733,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,263,8767,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,264,8800,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,265,8833,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,266,8867,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,267,8900,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,268,8933,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,269,8967,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,270,9000,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,271,9033,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
B_MID_LATER,272,9067,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,438,14600,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,439,14633,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,440,14667,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,441,14700,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,442,14733,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,443,14767,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,444,14800,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,445,14833,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,446,14867,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,447,14900,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,448,14933,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,449,14967,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,450,15000,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,451,15033,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,452,15067,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,453,15100,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,454,15133,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,455,15167,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,456,15200,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,457,15233,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,458,15267,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,459,15300,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,460,15333,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,461,15367,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,462,15400,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,463,15433,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,464,15467,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,465,15500,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,466,15533,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,467,15567,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,468,15600,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,469,15633,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
C_LATE,470,15667,REVIEW_REQUIRED,BIDIRECTIONAL_PATH_INCOMPLETE,MINIMAL_MANUAL_REPAIR_SEED
