run_id,frame_uid,frame_index,percentile_tag,region_id,region_label,percentile_level,numeric_score_threshold,pixel_count,area_m2,score_max,score_mean,score_median,centroid_x_px_shape_descriptor,centroid_y_px_shape_descriptor,major_extent_m,minor_extent_m,elongation,structure_state,range_min_m,range_max_m,theta_min_deg,theta_max_deg,theta_mid_deg,support_fraction_min,support_fraction_median,touches_observable_boundary,has_truncated_support,reference_used_for_region_generation,region_is_final_person_box,physical_region_id,physical_response_semantics,optical_conditioning_embedded
R01ZF,R01ZF_SARF000000,0,Q095,R01ZF_SARF000000__Q095__R0005,5,0.95,0.644210934638977,599,0.6851912914416076,0.9114842414855956,0.7562077045440674,0.7438792586326599,323.4724540901502,121.98664440734558,1.4847000016830307,0.6316318253989355,2.350578203916976,COMPACT_OR_UNRESOLVED_SHAPE,16.77405054752779,17.418225319495544,-24.38158226013184,-19.465518951416016,-21.923550605773926,1.0,1.0,False,False,False,False,TERGV1PR_E1FAFAA7BF513B7330DB,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000000,0,Q095,R01ZF_SARF000000__Q095__R0032,32,0.95,0.644210934638977,340,0.3889232706012464,0.746515691280365,0.6982364058494568,0.7000336647033691,422.4382352941177,342.3058823529412,0.770727080839188,0.6993239141354463,1.102103138846632,COMPACT_OR_UNRESOLVED_SHAPE,8.546930505950076,9.231282210007098,-22.40624046325684,-17.509326934814453,-19.957783699035645,1.0,1.0,False,False,False,False,TERGV1PR_0259142AFF01BB4D8E88,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0001,1,0.95,0.645667314529419,884,1.0112005035632408,0.999829649925232,0.8321769833564758,0.8352509140968323,430.9004524886878,450.14932126696834,1.3219771077764888,0.987945039505126,1.3381079462058778,COMPACT_OR_UNRESOLVED_SHAPE,5.011337774807648,6.09118591168208,-36.26627349853516,-22.42462730407715,-29.345450401306156,1.0,1.0,False,False,False,False,TERGV1PR_D3890A88222371C188BB,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0002,2,0.95,0.645667314529419,516,0.5902482577360093,0.99052232503891,0.8136093020439148,0.8142521381378174,363.2751937984496,443.73837209302326,1.006476698221458,0.7230683506940931,1.39195236142657,COMPACT_OR_UNRESOLVED_SHAPE,6.708826702540159,7.427199083495208,-49.45931625366211,-41.3028678894043,-45.3810920715332,1.0,1.0,False,False,False,False,TERGV1PR_81729E79AB71117D358A,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0007,7,0.95,0.645667314529419,828,0.9471425531112708,0.8915870189666748,0.7564958333969116,0.7506074905395508,275.71014492753625,123.93961352657004,1.6516586651907308,0.7598723320410283,2.1736002161762507,COMPACT_OR_UNRESOLVED_SHAPE,17.354124712169455,18.143921316631232,-29.827735900878903,-24.43774032592773,-27.132738113403317,1.0,1.0,False,False,False,False,TERGV1PR_69ECF2EF8102AB6B67C6,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0008,8,0.95,0.645667314529419,1434,1.6403410883593743,0.8822524547576904,0.7464724183082581,0.7424395084381104,224.0090655509065,123.75801952580196,2.535286622921525,1.1689694482447142,2.1688219711203125,EXTENDED_OR_RIDGE_RESPONSE,17.93164327485731,19.21863244586265,-35.8482666015625,-28.380678176879883,-32.11447238922119,1.0,1.0,False,False,False,False,TERGV1PR_4D0E2A8DA7A80EB531A8,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0014,14,0.95,0.645667314529419,821,0.9391353093047744,0.846552848815918,0.7521660327911377,0.7559820413589478,286.80511571254567,299.0219244823386,2.168552357822989,0.5532563693704549,3.9196157114116272,EXTENDED_OR_RIDGE_RESPONSE,11.733297030441223,13.147971341390775,-41.738372802734375,-33.358360290527344,-37.54836654663086,1.0,1.0,False,False,False,False,TERGV1PR_1FE9F3B55EF39FE7298B,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0018,18,0.95,0.645667314529419,400,0.4575567889426428,0.8341864943504333,0.7276940941810608,0.721809983253479,384.445,299.875,1.168187952250055,0.6022296576891193,1.939771542857314,COMPACT_OR_UNRESOLVED_SHAPE,10.290460522678382,11.157992428250507,-25.833572387695312,-21.07535171508789,-23.4544620513916,1.0,1.0,False,False,False,False,TERGV1PR_CE1154EC079FE1222703,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0020,20,0.95,0.645667314529419,256,0.2928363449232914,0.8087183237075806,0.723952054977417,0.7222042083740234,258.640625,229.9375,0.7710652599028622,0.4971348298533568,1.5510183829411197,COMPACT_OR_UNRESOLVED_SHAPE,14.654517271851072,15.178332068279367,-36.57386779785156,-33.678707122802734,-35.12628746032715,1.0,1.0,False,False,False,False,TERGV1PR_5247D8CD0DFD9B2553E2,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0023,23,0.95,0.645667314529419,161,0.1841666075494137,0.8033491969108582,0.7165405750274658,0.7120043039321899,325.5031055900621,265.888198757764,0.5440680065022133,0.4537230600299576,1.1991191421178604,COMPACT_OR_UNRESOLVED_SHAPE,12.427456734322991,12.977327110606687,-30.815906524658203,-28.739391326904297,-29.77764892578125,1.0,1.0,False,False,False,False,TERGV1PR_0BF7D08908445E9B480F,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0029,29,0.95,0.645667314529419,138,0.1578570921852117,0.7671974301338196,0.7048861980438232,0.7062054872512817,221.7826086956522,272.0652173913044,0.4596834839730591,0.4096007235688884,1.122272148271114,COMPACT_OR_UNRESOLVED_SHAPE,14.374182394039856,14.788127981592073,-43.11773300170898,-41.41794204711914,-42.26783752441406,1.0,1.0,False,False,False,False,TERGV1PR_BA9CC6CDAED010DFB862,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0030,30,0.95,0.645667314529419,417,0.4770029524727051,0.7666651010513306,0.7012849450111389,0.6968053579330444,231.7314148681055,299.0575539568345,0.9922314891196048,0.6134002046126787,1.6175923673617498,COMPACT_OR_UNRESOLVED_SHAPE,13.384273692969572,13.983687241217268,-45.90381622314453,-41.80336380004883,-43.85359001159668,1.0,1.0,False,False,False,False,TERGV1PR_075FF4F4B7C160C534DC,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0042,42,0.95,0.645667314529419,53,0.0606262745349001,0.6816059947013855,0.6634693741798401,0.664332389831543,169.56603773584905,127.32075471698111,0.3139166179457202,0.2131033839303119,1.4730719529464429,COMPACT_OR_UNRESOLVED_SHAPE,19.362365444925537,19.59886390489336,-36.90268325805664,-36.00528717041016,-36.4539852142334,1.0,1.0,False,False,False,False,TERGV1PR_852F22FE42D966080F37,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0003,3,0.95,0.645667314529419,666,0.7618320535895003,0.9408310651779176,0.7712902426719666,0.7616859674453735,328.33183183183183,121.72672672672672,1.6909672980350023,0.7197083106572997,2.349517537862895,COMPACT_OR_UNRESOLVED_SHAPE,16.674993103783432,17.419757029228766,-24.22216796875,-18.59727478027344,-21.40972137451172,1.0,1.0,False,False,False,False,TERGV1PR_69215F7DA8584CC1BED2,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0024,24,0.95,0.645667314529419,211,0.2413612061672441,0.7989333868026733,0.7210876941680908,0.7194291353225708,394.92890995260666,227.18957345971563,0.6209641874546041,0.4842252781205562,1.2823869705125233,COMPACT_OR_UNRESOLVED_SHAPE,12.624673651819856,13.188402698311064,-19.117307662963867,-16.686552047729492,-17.90192985534668,1.0,1.0,False,False,False,False,TERGV1PR_085AB4D416DF9B15C69D,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0026,26,0.95,0.645667314529419,274,0.3134264004257103,0.7974374890327454,0.7207183241844177,0.7223315238952637,450.36861313868616,391.8722627737226,0.6816554729386877,0.5913446179080575,1.152721192170674,COMPACT_OR_UNRESOLVED_SHAPE,6.749697755111627,7.348792369189806,-19.701379776000977,-14.116721153259276,-16.909050464630127,1.0,1.0,False,False,False,False,TERGV1PR_182F6404E09265D3402A,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0031,31,0.95,0.645667314529419,360,0.4118011100483785,0.7507750988006592,0.693661093711853,0.6929379105567932,426.2972222222222,343.51666666666665,0.7229777385452896,0.7656927999695033,0.9442138395112046,COMPACT_OR_UNRESOLVED_SHAPE,8.407294107918958,9.18874010753126,-21.565895080566406,-16.93400001525879,-19.249947547912598,1.0,1.0,False,False,False,False,TERGV1PR_8F3AB95552DD67881668,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0050,50,0.95,0.645667314529419,17,0.0194461635300623,0.6574087142944336,0.651949405670166,0.6516004204750061,359.47058823529414,201.2941176470588,0.1820424919972782,0.0953555910461935,1.9090909090909056,COMPACT_OR_UNRESOLVED_SHAPE,14.095954133186526,14.190407158386476,-21.704124450683597,-20.96681022644043,-21.33546733856201,1.0,1.0,False,False,False,False,TERGV1PR_AB236B48A9384168778F,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000001,1,Q095,R01ZF_SARF000001__Q095__R0053,53,0.95,0.645667314529419,6,0.0068633518341396,0.6495630741119385,0.6478458046913147,0.6477494835853577,329.0,44.5,0.1391785085413678,0.0322367410947393,4.1150931660024925,EXTENDED_OR_RIDGE_RESPONSE,19.46623889784456,19.498313973093587,-18.70096206665039,-18.29209518432617,-18.49652862548828,1.0,1.0,False,False,False,False,TERGV1PR_6F291A89AA25D61E94C3,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0001,1,0.95,0.6588585376739502,789,0.902530766189363,0.9991793632507324,0.832596480846405,0.8324344158172607,433.38656527249685,449.0659062103929,1.2590287266033406,0.9640550837216352,1.3059717726325242,COMPACT_OR_UNRESOLVED_SHAPE,5.041392417575018,6.030381473515721,-35.25837707519531,-22.08563995361328,-28.672008514404297,1.0,1.0,False,False,False,False,TERGV1PR_4BDFA37F0AC6AF4A56CB,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0002,2,0.95,0.6588585376739502,530,0.6062627453490017,0.9890555143356324,0.8122543692588806,0.810370683670044,365.96603773584906,443.7849056603774,0.9385809344372325,0.8474096109208213,1.1075882576046563,COMPACT_OR_UNRESOLVED_SHAPE,6.589388436429113,7.427222822931775,-48.73569488525391,-41.27766036987305,-45.00667762756348,1.0,1.0,False,False,False,False,TERGV1PR_BFDBA7260ABCA5760E69,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0009,9,0.95,0.6588585376739502,730,0.8350411398203231,0.8984395861625671,0.7741751670837402,0.7718749046325684,281.0342465753425,122.7986301369863,1.287179591603674,0.8568194586497924,1.502276329755698,COMPACT_OR_UNRESOLVED_SHAPE,17.23236514202201,18.19065910648277,-28.579910278320312,-24.43774032592773,-26.508825302124023,1.0,1.0,False,False,False,False,TERGV1PR_BC23F730AFE95568D2CF,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0010,10,0.95,0.6588585376739502,1376,1.5739953539626914,0.8924639821052551,0.7478734254837036,0.7284994721412659,222.9047965116279,123.1453488372093,2.9974494035855024,1.2199560253854944,2.457014303149441,EXTENDED_OR_RIDGE_RESPONSE,17.924381071566923,19.60598367156435,-36.76381301879883,-28.3237361907959,-32.54377460479736,1.0,1.0,False,False,False,False,TERGV1PR_07BF1414EB90DAE27425,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0016,16,0.95,0.6588585376739502,1329,1.5202324312619309,0.8442249894142151,0.7495660781860352,0.7504703402519226,272.9578630549285,298.7088036117382,3.3544623362432047,0.7208959365698284,4.6531852464093895,EXTENDED_OR_RIDGE_RESPONSE,11.555304927965224,14.016813044571698,-44.796382904052734,-32.44296646118164,-38.61967468261719,1.0,1.0,False,False,False,False,TERGV1PR_25ED39AC7F952B69A5F6,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0021,21,0.95,0.6588585376739502,360,0.4118011100483785,0.8210827708244324,0.7277701497077942,0.7239750623703003,391.8444444444444,300.9,1.136517263659301,0.4594207501486628,2.473804814631334,COMPACT_OR_UNRESOLVED_SHAPE,10.147425256620648,11.04384496004545,-24.71344375610352,-20.01691246032715,-22.365178108215332,1.0,1.0,False,False,False,False,TERGV1PR_C704111E893428D54E89,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0023,23,0.95,0.6588585376739502,140,0.160144876129925,0.8087373375892639,0.7307002544403076,0.7293059825897217,328.3285714285714,266.2142857142857,0.454695518776948,0.390875110985811,1.1632757011061103,COMPACT_OR_UNRESOLVED_SHAPE,12.381301076742028,12.8471214617888,-30.417808532714844,-28.46992301940918,-29.44386577606201,1.0,1.0,False,False,False,False,TERGV1PR_98B73B70EAB991D4F97B,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0025,25,0.95,0.6588585376739502,172,0.1967494192453364,0.7953507900238037,0.7193677425384521,0.7127872705459595,226.3953488372093,274.02906976744185,0.5905797284066915,0.4253276112496857,1.3885290133679933,COMPACT_OR_UNRESOLVED_SHAPE,14.135239804255146,14.67263459054866,-42.90244674682617,-41.09130096435547,-41.99687385559082,1.0,1.0,False,False,False,False,TERGV1PR_F1105ABC24CF8D55818D,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0036,36,0.95,0.6588585376739502,114,0.1304036848486532,0.7361306548118591,0.6965799331665039,0.6955830454826355,261.60526315789474,228.2280701754386,0.4391072482590795,0.352623259574,1.245258888450977,COMPACT_OR_UNRESOLVED_SHAPE,14.70995401697996,15.09285461440023,-35.45177459716797,-33.82263946533203,-34.63720703125,1.0,1.0,False,False,False,False,TERGV1PR_8E75F5C07947330F5AFD,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0044,44,0.95,0.6588585376739502,72,0.0823602220096757,0.687477707862854,0.6743899583816528,0.6744957566261292,328.6111111111111,201.90277777777777,0.3481405716441709,0.2604707740302566,1.3365820904103831,COMPACT_OR_UNRESOLVED_SHAPE,14.406863340996026,14.666029866436208,-25.892423629760746,-24.52452278137207,-25.208473205566406,1.0,1.0,False,False,False,False,TERGV1PR_DDFF78BFEB17B660CC03,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0003,3,0.95,0.6588585376739502,573,0.6554501001603359,0.9602707028388976,0.7903926968574524,0.7832812666893005,331.2547993019197,121.64223385689354,1.47920073150927,0.6963490598480455,2.124223061106818,COMPACT_OR_UNRESOLVED_SHAPE,16.647612244077994,17.344486500923626,-23.61311149597168,-18.706300735473636,-21.159706115722656,1.0,1.0,False,False,False,False,TERGV1PR_027F00C944B95EED6A7B,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0020,20,0.95,0.6588585376739502,184,0.2104761229136157,0.8224331736564636,0.7375191450119019,0.7382845878601074,398.0217391304348,227.5054347826087,0.5290397564168754,0.4993588440664405,1.0594380428085215,COMPACT_OR_UNRESOLVED_SHAPE,12.637332964406072,13.126984647316942,-18.647157669067383,-16.268945693969727,-17.458051681518555,1.0,1.0,False,False,False,False,TERGV1PR_4A82A6144FC73818D441,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0038,38,0.95,0.6588585376739502,212,0.2425050981396007,0.7186789512634277,0.684012770652771,0.6821801662445068,429.5566037735849,345.27830188679246,0.6921605753076245,0.4991909940254641,1.3865646287527311,COMPACT_OR_UNRESOLVED_SHAPE,8.407911849344384,8.988048975100421,-20.6743278503418,-16.72299575805664,-18.69866180419922,1.0,1.0,False,False,False,False,TERGV1PR_1E93B27DDC808C515CA3,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000002,2,Q095,R01ZF_SARF000002__Q095__R0045,45,0.95,0.6588585376739502,31,0.0354606511430548,0.6869391798973083,0.6724415421485901,0.6723169088363647,360.16129032258067,230.51612903225808,0.2889764185789059,0.1252681388321758,2.306862872498276,COMPACT_OR_UNRESOLVED_SHAPE,13.139413790583411,13.299768523840225,-23.38943099975586,-22.159238815307617,-22.77433490753174,1.0,1.0,False,False,False,False,TERGV1PR_3C2200623BFC7EB16C6C,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000003,3,Q095,R01ZF_SARF000003__Q095__R0001,1,0.95,0.6688826680183411,848,0.9700203925584028,0.9993038177490234,0.8351514339447021,0.8329775929450989,436.8915094339623,449.8867924528302,1.2522367501311922,0.9483624669571744,1.3204199805049222,COMPACT_OR_UNRESOLVED_SHAPE,4.890141758241296,5.938432442798784,-33.95845413208008,-21.05891990661621,-27.508687019348145,1.0,1.0,False,False,False,False,TERGV1PR_1903CAEDC267F5DE1955,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000003,3,Q095,R01ZF_SARF000003__Q095__R0002,2,0.95,0.6688826680183411,556,0.6360039366302735,0.9772002696990968,0.8099662065505981,0.8050522804260254,367.0827338129496,444.91906474820144,1.0132517736737527,0.8062155382581686,1.2568001056676317,COMPACT_OR_UNRESOLVED_SHAPE,6.541378522422456,7.357009310689919,-48.9455680847168,-40.88775634765625,-44.91666221618652,1.0,1.0,False,False,False,False,TERGV1PR_71755050FE04DCF18CF0,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
R01ZF,R01ZF_SARF000003,3,Q095,R01ZF_SARF000003__Q095__R0003,3,0.95,0.6688826680183411,477,0.5456364708141016,0.9538986086845398,0.79888916015625,0.7911449074745178,334.00838574423483,122.45073375262056,1.1890994097073238,0.6720346996295226,1.7694018037503825,COMPACT_OR_UNRESOLVED_SHAPE,16.591946361778778,17.269217004767903,-22.778125762939453,-18.77817916870117,-20.778152465820312,1.0,1.0,False,False,False,False,TERGV1PR_45B8A009A837F607E751,SAR_Q95_IMAGE_DOMAIN_REGION_NOT_PERSON_BOX_OR_IDENTITY,False
