base_edge_id,pair_index,from_frame,to_frame,d_left_s_deg_v2,d_right_s_deg_v2,d_mid_s_deg_v2,d_width_s_deg_v2,sar_dynamic_state_v2,source_out_degree,destination_in_degree,sar_relation_topology
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0011,0,472,473,19.702960968017575,18.48073005676269,19.091845512390137,-1.2222309112548828,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0012,0,472,473,9.06635284423828,11.346715927124023,10.206534385681152,2.280363082885742,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0013,0,472,473,-36.81797981262207,-26.649582624435425,-31.733781218528748,10.168397188186646,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0014,0,472,473,-54.89304733276367,-53.129669189453125,-54.0113582611084,1.7633781433105398,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0015,0,472,473,9.631027221679693,7.199588775634766,8.415307998657227,-2.431438446044925,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0016,0,472,473,-21.52451109886169,-22.0582058429718,-21.791358470916748,-0.5336947441101074,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0017,0,472,473,-4.857223510742188,-7.307100296020508,-6.082161903381348,-2.4498767852783203,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0018,0,472,473,-30.178683280944824,-30.720028400421143,-30.449355840682983,-0.5413451194763184,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0019,0,472,473,-14.95485496520996,-17.45557165145874,-16.20521330833435,-2.5007166862487797,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0020,0,472,473,12.192901611328132,16.12175178527832,14.157326698303224,3.928850173950188,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0021,0,472,473,-54.52644729614258,-54.021270751953125,-54.27385902404785,0.5051765441894531,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0022,0,472,473,-35.53487777709961,-37.24853706359863,-36.39170742034912,-1.7136592864990234,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0023,0,472,473,-74.82476425170898,-76.23942756652832,-75.53209590911865,-1.4146633148193288,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0024,0,472,473,1.887416839599613,2.5360717773437536,2.2117443084716832,0.6486549377441406,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0025,0,472,473,31.16048812866211,29.765771865844727,30.463129997253414,-1.3947162628173828,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0026,0,472,473,17.473201751708984,15.826200485229492,16.64970111846924,-1.6470012664794922,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0027,0,472,473,-7.061500549316406,-8.328635215759276,-7.695067882537842,-1.267134666442869,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0028,0,472,473,-40.296417236328125,-39.48443222045898,-39.89042472839356,0.8119850158691406,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0029,0,472,473,-4.294413566589356,-6.722320556640625,-5.50836706161499,-2.427906990051269,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0030,0,472,473,-20.733704805374146,-20.796956777572632,-20.76533079147339,-0.0632519721984872,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0031,0,472,473,-48.99943542480469,-52.291839599609375,-50.64563751220703,-3.2924041748046875,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0032,0,472,473,-40.5258560180664,-43.4969654083252,-42.0114107131958,-2.971109390258796,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0033,0,472,473,26.099079132080085,23.486337661743164,24.79270839691162,-2.612741470336921,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0034,0,472,473,22.80380249023437,24.18488502502441,23.494343757629395,1.381082534790039,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0035,0,472,473,7.833103179931641,11.999650955200195,9.916377067565918,4.166547775268555,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0036,0,472,473,30.28836441040039,29.118452072143555,29.703408241271973,-1.169912338256836,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0037,0,472,473,-26.881619453430176,-30.219934463500977,-28.550776958465576,-3.338315010070801,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0038,0,472,473,9.446838378906254,14.489015579223633,11.96792697906494,5.042177200317379,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0039,0,472,473,-37.30035018920898,-40.39134788513184,-38.84584903717041,-3.090997695922848,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0040,0,472,473,-32.13711071014404,-34.110551834106445,-33.123831272125244,-1.9734411239624008,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0041,0,472,473,6.39225959777832,2.923391342163089,4.657825469970703,-3.468868255615231,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0042,0,472,473,13.85152816772461,10.498445510864258,12.174986839294434,-3.353082656860352,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0043,0,472,473,2.151327133178711,-1.532085418701172,0.3096208572387695,-3.683412551879883,SAR_DEFORMATION_OR_MIXED_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0044,0,472,473,-58.5158576965332,-60.017683029174805,-59.266770362854,-1.5018253326416016,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0045,0,472,473,-7.83448600769043,-11.375803947448732,-9.60514497756958,-3.5413179397583026,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0046,0,472,473,-21.133084297180176,-24.377842664718628,-22.7554634809494,-3.244758367538452,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0047,0,472,473,-58.31762313842774,-61.04245948791504,-59.68004131317139,-2.7248363494872976,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0048,0,472,473,-28.44758129119873,-32.175551414489746,-30.31156635284424,-3.727970123291016,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0049,0,472,473,-19.948538422584534,-21.051950693130493,-20.500244557857517,-1.1034122705459597,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0050,0,472,473,-61.80064010620117,-65.56170463562012,-63.681172370910645,-3.761064529418945,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0051,0,472,473,-59.833683013916016,-63.162797927856445,-61.49824047088623,-3.3291149139404297,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0052,0,472,473,-19.403294563293457,-23.025065653026104,-21.21418010815978,-3.621771089732647,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0053,0,472,473,20.522594451904297,17.540922164916992,19.031758308410645,-2.9816722869873047,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0054,0,472,473,-26.564361095428467,-22.81219920516014,-24.688280150294304,3.752161890268326,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0055,0,472,473,-0.7632122039794922,-4.084314346313477,-2.4237632751464844,-3.3211021423339844,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0056,0,472,473,-19.111770182847977,-22.76428762078285,-20.93802890181541,-3.652517437934876,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0057,0,472,473,29.64095687866211,25.73268699645996,27.686821937561035,-3.908269882202149,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0058,0,472,473,30.78102493286133,27.122663497924805,28.951844215393063,-3.6583614349365305,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0059,0,472,473,-18.972748339176174,-23.062392819672823,-21.0175705794245,-4.089644480496645,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0001__TO__R02ZF_SARF000473__Q095__R0060,0,472,473,-33.63888168334961,-37.786383628845215,-35.71263265609741,-4.147501945495609,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0001,0,472,473,69.27435111999512,67.34452247619629,68.3094367980957,-1.929828643798828,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0002,0,472,473,0.2584877014160156,0.1606178283691406,0.2095527648925781,-0.097869873046875,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0003,0,472,473,92.9381217956543,89.17877578735352,91.0584487915039,-3.759346008300781,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0004,0,472,473,41.79035949707031,48.41885328292847,45.10460638999939,6.628493785858154,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0005,0,472,473,43.49321889877319,46.56696224212647,45.03009057044983,3.0737433433532715,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0006,0,472,473,54.9414701461792,61.09908866882324,58.02027940750122,6.157618522644043,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0007,0,472,473,22.795148849487305,19.14691162109375,20.971030235290527,-3.6482372283935542,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0008,0,472,473,55.94095373153687,62.015079498291016,58.97801661491394,6.07412576675415,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0009,0,472,473,17.316802978515625,13.204647064208984,15.260725021362305,-4.112155914306641,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0010,0,472,473,22.189191818237305,17.178173065185547,19.683682441711422,-5.011018753051758,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0011,0,472,473,88.8424301147461,83.50992965698242,86.17617988586426,-5.332500457763672,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0012,0,472,473,78.2058219909668,76.37591552734375,77.29086875915527,-1.8299064636230469,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0013,0,472,473,32.321489334106445,38.3796169757843,35.35055315494537,6.058127641677856,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0014,0,472,473,14.24642181396485,11.899530410766602,13.072976112365724,-2.3468914031982493,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0015,0,472,473,78.7704963684082,72.22878837585449,75.49964237213135,-6.5417079925537145,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0016,0,472,473,47.61495804786682,42.970993757247925,45.29297590255737,-4.6439642906188965,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0017,0,472,473,64.28224563598633,57.72209930419922,61.00217247009277,-6.560146331787109,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0018,0,472,473,38.96078586578369,34.309171199798584,36.63497853279114,-4.651614665985107,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0019,0,472,473,54.18461418151856,47.573627948760986,50.87912106513977,-6.610986232757568,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0020,0,472,473,81.33237075805664,81.15095138549805,81.24166107177734,-0.1814193725586008,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0021,0,472,473,14.613021850585938,11.007928848266602,12.81047534942627,-3.605093002319336,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0022,0,472,473,33.604591369628906,27.780662536621094,30.692626953125,-5.8239288330078125,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0023,0,472,473,-5.685295104980476,-11.210227966308594,-8.447761535644531,-5.524932861328118,SAR_COHERENT_NEGATIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0024,0,472,473,71.02688598632812,67.56527137756348,69.2960786819458,-3.4616146087646484,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0025,0,472,473,100.29995727539062,94.79497146606444,97.54746437072754,-5.504985809326172,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0026,0,472,473,86.6126708984375,80.85540008544922,83.73403549194336,-5.757270812988281,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0027,0,472,473,62.07796859741211,56.70056438446045,59.38926649093628,-5.377404212951658,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0028,0,472,473,28.84305191040039,25.544767379760746,27.193909645080566,-3.2982845306396484,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0029,0,472,473,64.84505558013916,58.3068790435791,61.57596731185913,-6.538176536560059,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0030,0,472,473,48.40576434135437,44.232242822647095,46.31900358200073,-4.173521518707276,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0031,0,472,473,20.140033721923828,12.737360000610352,16.43869686126709,-7.402673721313477,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0032,0,472,473,28.61361312866212,21.53223419189453,25.072923660278324,-7.081378936767585,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0033,0,472,473,95.2385482788086,88.51553726196289,91.87704277038574,-6.72301101684571,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0034,0,472,473,91.94327163696288,89.21408462524414,90.57867813110352,-2.72918701171875,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0035,0,472,473,76.97257232666016,77.02885055541992,77.00071144104004,0.0562782287597656,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0036,0,472,473,99.4278335571289,94.14765167236328,96.7877426147461,-5.280181884765625,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
R02ZF_SARF000472__R02ZF_SARF000472__Q095__R0002__TO__R02ZF_SARF000473__Q095__R0037,0,472,473,42.25784969329834,34.80926513671875,38.53355741500855,-7.44858455657959,SAR_COHERENT_POSITIVE_SHIFT,60,59,SPLIT_AND_MERGE_LIKE
