timing_condition,primary_base_edge_id,alternative_base_edge_id,alternative_rank,raw_track_fragment_id,branch_pair_available,direction_pairwise_decision,global_pairwise_decision,sar_only_pairwise_outcome,joint_category,pair_index,from_frame,to_frame,supported_hypothesis_id,alternative_hypothesis_id,supported_direction_state,alternative_direction_state,supported_global_direction_state,alternative_global_direction_state,branch_decision_differs_from_global,supported_minus_alternative_retention
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,R02ZF_REUSED_R02ZF_PERSON023,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_63F721C65E970641E1E3,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
SAR_SHIFT_MINUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_239C7F31D85DEC2961DC,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_3F625FFE9E505369FC9B,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_C8D8CB2323BFCB6A8399,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,R02ZF_REUSED_R02ZF_PERSON024,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_361A78A1ABA2411BECA1,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_17615E7C7E6B532EE85E,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_A212E9E1D15FA133F9CE,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON023,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_63F721C65E970641E1E3,H_C6D0CF7569F1598B8483,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
SAR_SHIFT_MINUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_239C7F31D85DEC2961DC,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_3F625FFE9E505369FC9B,H_DA87A9A503FDC91E653A,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_C8D8CB2323BFCB6A8399,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,R02ZF_REUSED_R02ZF_PERSON024,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_361A78A1ABA2411BECA1,H_77AD578C40FD4B72A42B,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_17615E7C7E6B532EE85E,H_3EEF700A6F27AA44BF2D,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_A212E9E1D15FA133F9CE,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON023,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_63F721C65E970641E1E3,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
SAR_SHIFT_MINUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_239C7F31D85DEC2961DC,H_EBDB8223DFF01ABB11E6,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.7306829511465603
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_3F625FFE9E505369FC9B,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON021,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_C8D8CB2323BFCB6A8399,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,R02ZF_REUSED_R02ZF_PERSON024,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_361A78A1ABA2411BECA1,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_17615E7C7E6B532EE85E,H_5D397705D6E77F0AEE83,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_A212E9E1D15FA133F9CE,H_25049BAD520B7A3D73D7,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,R02ZF_REUSED_R02ZF_PERSON023,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_63F721C65E970641E1E3,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
SAR_SHIFT_MINUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_239C7F31D85DEC2961DC,H_B6C12F377938A10E123F,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.7306829511465603
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_3F625FFE9E505369FC9B,H_708C581983863B67D90F,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_C8D8CB2323BFCB6A8399,H_1CAA5667743080D592C8,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,DIRECTION_CONCORDANT,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,R02ZF_REUSED_R02ZF_PERSON024,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_361A78A1ABA2411BECA1,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_17615E7C7E6B532EE85E,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_A212E9E1D15FA133F9CE,H_7F33B6A4FD1937BB1A35,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,R02ZF_REUSED_R02ZF_PERSON023,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_63F721C65E970641E1E3,H_83AE79876ACE4AC9E2BD,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
SAR_SHIFT_MINUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
SAR_SHIFT_PLUS_1,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,UNAVAILABLE,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,,,,,,,,
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,R02ZF_REUSED_R02ZF_PERSON017,False,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_239C7F31D85DEC2961DC,,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,DIRECTION_CONCORDANT,DIRECTION_UNAVAILABLE,False,0.7306829511465603
OPTICAL_SHIFT_MINUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_3F625FFE9E505369FC9B,H_1614425D90B4D1114178,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,R02ZF_REUSED_R02ZF_PERSON021,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_C8D8CB2323BFCB6A8399,H_AB31A50E3677865E3CDE,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
OPTICAL_SHIFT_PLUS_1_NOMINAL_STEP,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,R02ZF_REUSED_R02ZF_PERSON024,True,DIRECTION_FAVORS_SUPPORTED,DIRECTION_FAVORS_SUPPORTED,SUPPORTED_WIN,DIRECTION_CONFIRMATION,15.0,487.0,488.0,H_361A78A1ABA2411BECA1,H_B9CD0F5CA3FD1A523B32,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,DIRECTION_CONCORDANT,DIRECTION_CONTRADICTORY,False,0.7306829511465603
NOMINAL,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0011,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0024,1,R02ZF_REUSED_R02ZF_PERSON017,True,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION,15.0,487.0,488.0,H_09CFF868433878B55704,H_1BFAEFB89E821055A95D,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,DIRECTION_CONCORDANT,DIRECTION_STRUCTURALLY_INDETERMINATE,False,0.9145107581967212
