run_id,frame_index,physical_region_id,nearest_region_id,offline_target_count,offline_target_ids,reference_support_states,runtime_use_allowed,grounding_semantics
R01ZF,45,TERGV1PR_5C547BDC9C4FE6459288,R01ZF_SARF000045__Q095__R0001,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,45,TERGV1PR_A2897F0D21FB10A47915,R01ZF_SARF000045__Q095__R0002,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,47,TERGV1PR_4E954CC6A8054224F6E6,R01ZF_SARF000047__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,47,TERGV1PR_A67BEF6BE9B8E377E354,R01ZF_SARF000047__Q095__R0002,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,50,TERGV1PR_9324C77E3C4C6D27E44C,R01ZF_SARF000050__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,50,TERGV1PR_C99592E16780925AC750,R01ZF_SARF000050__Q095__R0002,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,55,TERGV1PR_6A8825033C3D4E805882,R01ZF_SARF000055__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,55,TERGV1PR_9234AD7B496AC1969477,R01ZF_SARF000055__Q095__R0013,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,60,TERGV1PR_1315A044575F1BD9D982,R01ZF_SARF000060__Q095__R0004,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,60,TERGV1PR_B52CCD124F9E09DBFC88,R01ZF_SARF000060__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,62,TERGV1PR_E5FC55395F8E2536F9E3,R01ZF_SARF000062__Q095__R0003,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,62,TERGV1PR_EC0F38BFDCD8257D13FF,R01ZF_SARF000062__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,65,TERGV1PR_16B11E0D5D68AB5625A4,R01ZF_SARF000065__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,65,TERGV1PR_C6E402594E3C7B368562,R01ZF_SARF000065__Q095__R0002,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,66,TERGV1PR_3A90113AC4E933301720,R01ZF_SARF000066__Q095__R0003,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,66,TERGV1PR_FEE15CC988F9BDA35934,R01ZF_SARF000066__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,70,TERGV1PR_A04D05F6E218CA3FFBE1,R01ZF_SARF000070__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,70,TERGV1PR_B3BD1324CC987186F604,R01ZF_SARF000070__Q095__R0003,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,75,TERGV1PR_DDBA8248F61146BC04C4,R01ZF_SARF000075__Q095__R0001,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,75,TERGV1PR_ED4DAD1942C14D0F63D3,R01ZF_SARF000075__Q095__R0002,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,77,TERGV1PR_7D39BB8E39074C32F303,R01ZF_SARF000077__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,77,TERGV1PR_FEA83CFF2209BC92D780,R01ZF_SARF000077__Q095__R0003,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,80,TERGV1PR_2EAEC6516A3E3ECE5755,R01ZF_SARF000080__Q095__R0004,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,80,TERGV1PR_CDAAD25503FA906286BA,R01ZF_SARF000080__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,85,TERGV1PR_5B3A3C49CF227C8F3A5D,R01ZF_SARF000085__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,85,TERGV1PR_A769A605098CD07F54F1,R01ZF_SARF000085__Q095__R0002,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,90,TERGV1PR_1422E55A8C9E90BC6F51,R01ZF_SARF000090__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,90,TERGV1PR_B2CF19DD22221998B3EE,R01ZF_SARF000090__Q095__R0004,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,93,TERGV1PR_1348B8F80AA81754D49C,R01ZF_SARF000093__Q095__R0002,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,93,TERGV1PR_4994CC697569EF71A93B,R01ZF_SARF000093__Q095__R0001,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,95,TERGV1PR_172CE1957B0D09A1B94D,R01ZF_SARF000095__Q095__R0003,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,100,TERGV1PR_EDED13151C302BE5C8DC,R01ZF_SARF000100__Q095__R0002,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,105,TERGV1PR_367DF94990BF01B29A91,R01ZF_SARF000105__Q095__R0001,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,110,TERGV1PR_117F1C7413EE1B2EE175,R01ZF_SARF000110__Q095__R0019,2,R01ZF_SARPERSON02;R01ZF_SARPERSON03,FULL;TRUNCATED,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,110,TERGV1PR_C6F61AA1CE9105515699,R01ZF_SARF000110__Q095__R0001,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,115,TERGV1PR_E71E3062E0653AD79035,R01ZF_SARF000115__Q095__R0002,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,120,TERGV1PR_530F1A398CBD24FDD3D1,R01ZF_SARF000120__Q095__R0003,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R01ZF,123,TERGV1PR_ECEF8DF8CF7B556CD315,R01ZF_SARF000123__Q095__R0005,1,R01ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,472,TERGV1PR_B1517A6FDC023F0F9B47,R02ZF_SARF000472__Q095__R0006,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,473,TERGV1PR_A460CE93420D97BC390C,R02ZF_SARF000473__Q095__R0009,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,480,TERGV1PR_CD8359F6CEE7D082BDA3,R02ZF_SARF000480__Q095__R0016,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,482,TERGV1PR_2AC8D98FCEA2556A5D24,R02ZF_SARF000482__Q095__R0001,2,R02ZF_SARPERSON03;R02ZF_SARPERSON04,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,482,TERGV1PR_E2FD0A70D8AF340D4C33,R02ZF_SARF000482__Q095__R0012,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,483,TERGV1PR_1D1BD26346395A4899DA,R02ZF_SARF000483__Q095__R0008,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,483,TERGV1PR_2FCAB600E6950258568A,R02ZF_SARF000483__Q095__R0001,2,R02ZF_SARPERSON03;R02ZF_SARPERSON04,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,487,TERGV1PR_142BB340B15B25E2C7A9,R02ZF_SARF000487__Q095__R0002,2,R02ZF_SARPERSON03;R02ZF_SARPERSON04,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,487,TERGV1PR_88DDF0FC10BBAE7B17D1,R02ZF_SARF000487__Q095__R0010,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,488,TERGV1PR_47E33B3BE79D62D06E47,R02ZF_SARF000488__Q095__R0011,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,488,TERGV1PR_509F7248C52D224C5858,R02ZF_SARF000488__Q095__R0001,2,R02ZF_SARPERSON03;R02ZF_SARPERSON04,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,490,TERGV1PR_A5CA9B2FA3402A1BE1ED,R02ZF_SARF000490__Q095__R0011,2,R02ZF_SARPERSON03;R02ZF_SARPERSON04,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,490,TERGV1PR_E7D4BAD1184CE7FA35D7,R02ZF_SARF000490__Q095__R0012,2,R02ZF_SARPERSON01;R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,494,TERGV1PR_191228981B33949B52BE,R02ZF_SARF000494__Q095__R0001,2,R02ZF_SARPERSON03;R02ZF_SARPERSON04,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R02ZF,494,TERGV1PR_C93B351273B539F35307,R02ZF_SARF000494__Q095__R0023,1,R02ZF_SARPERSON02,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R03ZF,458,TERGV1PR_C41A5B4BB3271E339AB8,R03ZF_SARF000458__Q095__R0009,1,R03ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R03ZF,462,TERGV1PR_1931B75F316DB4806F45,R03ZF_SARF000462__Q095__R0005,1,R03ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R03ZF,488,TERGV1PR_E90D2992AA5B2A8A6E74,R03ZF_SARF000488__Q095__R0005,1,R03ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
R03ZF,494,TERGV1PR_C47F26F2C4BF8EBA5444,R03ZF_SARF000494__Q095__R0005,1,R03ZF_SARPERSON01,FULL,False,POST_REFERENCE_PHYSICAL_REGION_DIAGNOSIS_NOT_TRACK_ASSIGNMENT
