explanation_component_id,segment_id,run_id,track_id,segment_start_sar_frame,segment_end_sar_frame,segment_frame_count,component_start_sar_frame,component_end_sar_frame,component_frame_count,component_node_count,component_supported_edge_count,component_transition_count,component_frame_coverage_fraction,contains_split_like,contains_merge_like,contains_deformation,contains_boundary_censoring,unique_path_claimed,identity_claimed,manual_reference_used
TERGXC_C831473CE428AF1655F3,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,21,26,6,6,5,5,0.056074766355140186,False,False,True,False,False,False,False
TERGXC_A2D767BC42A51C6E3316,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,21,23,3,3,2,2,0.028037383177570093,False,False,True,False,False,False,False
TERGXC_5A1E59D1419EEAD27E2F,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,24,39,16,16,15,15,0.14953271028037382,False,False,True,False,False,False,False
TERGXC_5058E2086893A2673403,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,24,24,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_779480B5238FED573EB2,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,27,29,3,3,2,2,0.028037383177570093,False,False,False,False,False,False,False
TERGXC_D7A2A27F4598F491C990,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,28,28,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_F83969D33460C6085B5F,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,30,72,43,43,42,42,0.40186915887850466,False,False,True,False,False,False,False
TERGXC_E1F8C3362878DA042939,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,30,38,9,14,14,8,0.08411214953271028,True,True,True,False,False,False,False
TERGXC_7C41D0E69B69B4A3EFC3,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,30,31,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_82874903F3BB2D622178,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,31,32,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_52A30412B6F0054B43D7,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,31,32,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_E9F0476F4EFAE1CE7A07,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,32,32,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_063AFF9D29BA26C8DA23,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,32,32,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_AC26707A2975A72B1B8B,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,32,32,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_4E26BFEFAA85F17EF2A3,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,34,37,4,4,3,3,0.037383177570093455,False,False,True,False,False,False,False
TERGXC_0B5C45FFD2035EC8B034,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,35,35,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_BFABFBC16B05B4C51594,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,35,35,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_B914AF2213C1E19D9C45,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,36,60,25,38,38,24,0.2336448598130841,True,True,True,False,False,False,False
TERGXC_FA412168A5A07993B985,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,36,36,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_61D4ADC8CF0B5D1A0E1B,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,37,75,39,39,38,38,0.3644859813084112,False,False,True,False,False,False,False
TERGXC_7A08E34FFF5F56BD2AD8,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,38,39,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_F11DA86C51B7BB1DAE56,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,38,39,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_18692C96EFB2BF709EB2,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,38,38,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_C751924D6B2EB0418360,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,40,41,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_A873D9A3DB8598632A81,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,40,40,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_468390C4BF993348D00C,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,41,45,5,5,4,4,0.04672897196261682,False,False,True,False,False,False,False
TERGXC_EE5802D3667B6EEE0645,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,42,44,3,3,2,2,0.028037383177570093,False,False,True,False,False,False,False
TERGXC_03B787D710A220B93076,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,42,43,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_851A80D977E5126D0AA7,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,42,42,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_4894C85A3A1B2B51C581,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,42,42,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_D056B91740BD715656AF,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,42,55,14,14,13,13,0.1308411214953271,False,False,True,False,False,False,False
TERGXC_ADF47D5671A599536510,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,43,43,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_1CBFB5C81A4E5FB535AD,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,43,46,4,4,3,3,0.037383177570093455,False,False,True,False,False,False,False
TERGXC_8A2C506B0379F5666393,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,44,44,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_A78E2DFD76E9160BB3B4,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,44,46,3,3,2,2,0.028037383177570093,False,False,True,False,False,False,False
TERGXC_33E42E980452C2D59629,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,44,47,4,4,3,3,0.037383177570093455,False,False,True,False,False,False,False
TERGXC_B4541864F0913BC56E54,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,44,62,19,20,19,18,0.17757009345794392,True,False,True,False,False,False,False
TERGXC_4546DD5FBECD62304A08,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,44,44,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_C584E2322D118D2CFD42,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,45,94,50,83,88,49,0.4672897196261682,True,True,True,False,False,False,False
TERGXC_4FED185476793E6BCB89,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,45,56,12,12,11,11,0.11214953271028037,False,False,True,False,False,False,False
TERGXC_46B40A5F92B3292FD567,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,45,46,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_87BE9E33377DF7F3777E,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,45,45,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_2268ED16C394B90FB8BF,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,46,46,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_16B16D3524E3816F1EAB,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,46,48,3,3,2,2,0.028037383177570093,False,False,True,False,False,False,False
TERGXC_607B1FF926A881B808E1,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,47,47,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_C9CEDA17FC4921E7AB40,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,47,54,8,8,7,7,0.07476635514018691,False,False,True,False,False,False,False
TERGXC_ED27838E6835E1DBD811,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,47,48,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_E1E4765E2818195E3755,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,47,47,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_9B5CCCF60BAFD0D3503B,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,47,47,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_8117FDC9909824F6593C,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,48,48,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_F1040DBF83F940BE88F3,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,48,48,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_C3AF619EB0865E40A7C6,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,49,49,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_9E6BDCCD4C1D09BB8A28,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,49,49,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_94B4D017C5F2FA3E5141,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,50,54,5,6,5,4,0.04672897196261682,True,False,True,False,False,False,False
TERGXC_0BB9671E1CF5A71718EE,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,50,50,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_B9476A5E973F663E715F,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,50,50,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_9F66A93D93125115A643,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,51,55,5,5,4,4,0.04672897196261682,False,False,True,False,False,False,False
TERGXC_40DDA403794B20C8AF72,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,51,53,3,3,2,2,0.028037383177570093,False,False,True,False,False,False,False
TERGXC_8768CDE533448F8804BD,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,51,52,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_9BFF0DC73B274BBA667F,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,52,52,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_3BF367C65EE941A7B7D4,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,53,90,38,38,37,37,0.35514018691588783,False,False,True,False,False,False,False
TERGXC_3A39FF1A4EE4F19C1DC5,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,54,54,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_84C04E4AC52D2A61A9D1,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,55,60,6,6,5,5,0.056074766355140186,False,False,True,False,False,False,False
TERGXC_CA601DA5DA7120537E7C,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,55,56,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_D4E82440C86999CD1C81,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,55,55,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_09CDF26F5B1C37D45A82,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,56,56,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_CD87047A0FBDE9B0C601,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,56,56,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_742DA484102589345914,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,57,90,34,34,33,33,0.3177570093457944,False,False,True,False,False,False,False
TERGXC_8FB09488B2FAB7EA6685,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,58,59,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_7EA1B3299E0EFE801E20,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,58,65,8,8,7,7,0.07476635514018691,False,False,True,False,False,False,False
TERGXC_08FAAA944F74A02257DE,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,58,62,5,5,4,4,0.04672897196261682,False,False,True,False,False,False,False
TERGXC_D7D1E59DBB87249C1222,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,59,62,4,4,3,3,0.037383177570093455,False,False,True,False,False,False,False
TERGXC_A2AC0BFAB009F157BED5,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,60,64,5,5,4,4,0.04672897196261682,False,False,True,False,False,False,False
TERGXC_378A9ADAEA1B88359049,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,61,66,6,6,5,5,0.056074766355140186,False,False,True,False,False,False,False
TERGXC_D0DD44F71F6452045D64,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,63,69,7,7,6,6,0.06542056074766354,False,False,True,False,False,False,False
TERGXC_C39CFC4ECC06E82B5506,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,63,63,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_EFE82339B655A35AC7CB,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,63,63,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_161F122555F5B2660F45,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,64,70,7,7,6,6,0.06542056074766354,False,False,True,False,False,False,False
TERGXC_C0938209C659B96A1F29,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,65,65,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_8261EA90DCD49D0B3DA8,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,67,67,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_0A0B4463FC690078174C,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,67,67,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_C95AD26A83A5176011AD,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,67,67,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_5DC66EBA256E2A3A3BE6,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,68,69,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_FC4D6C4063AAA7368056,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,69,69,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_E74AB8BBDD76C36984C3,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,69,69,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_175F6339B4AC84ABA1BB,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,69,69,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_A8752A2B55504AADC49F,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,69,69,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_3672A62BB6979D8A0444,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,71,97,27,27,26,26,0.2523364485981308,False,False,True,False,False,False,False
TERGXC_C291E110532EFC4EF91B,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,71,71,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_65F0E833AB0AF960AF58,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,72,77,6,6,5,5,0.056074766355140186,False,False,True,False,False,False,False
TERGXC_069B65D55C3C7B9517B1,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,73,110,38,68,69,37,0.35514018691588783,True,True,True,False,False,False,False
TERGXC_329879C34DE176730617,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,73,88,16,16,15,15,0.14953271028037382,False,False,True,False,False,False,False
TERGXC_521F84AF976288500AE1,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,73,74,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_6692585F7859198BE3A1,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,73,74,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_D403F58471D04F2536B1,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,74,74,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_E51CAF47BF0F8F001416,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,76,87,12,12,11,11,0.11214953271028037,False,False,True,False,False,False,False
TERGXC_859661E1B24AC07D1000,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,77,81,5,5,4,4,0.04672897196261682,False,False,True,False,False,False,False
TERGXC_B1E6FEA9856B7D22914E,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,79,122,44,51,50,43,0.411214953271028,True,True,True,False,False,False,False
TERGXC_142001285C593DDE4024,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,80,80,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_809B990E80A9186F1C87,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,80,80,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_B107A7E87A8996DF6FD2,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,81,100,20,20,19,19,0.18691588785046728,False,False,True,False,False,False,False
TERGXC_72B66C5A3B2A6D2E1DD0,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,83,83,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_B178D46428B9404B2981,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,83,83,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_6147AB300DD056E38A58,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,85,111,27,47,46,26,0.2523364485981308,True,False,True,False,False,False,False
TERGXC_699C0ED8D97F0533078E,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,85,110,26,26,25,25,0.24299065420560748,False,False,True,False,False,False,False
TERGXC_34C0428509CD52B951CD,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,90,120,31,31,30,30,0.2897196261682243,False,False,True,False,False,False,False
TERGXC_B1D0ABD85D9C1567A9CE,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,90,90,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_6954F5A08E6B0041CA2F,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,91,122,32,39,40,31,0.29906542056074764,True,True,True,False,False,False,False
TERGXC_94DC0F0F5F647BCB6225,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,91,91,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_1B985E0EEAAE5D68738B,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,92,92,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_80ACD793450EC2D90203,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,92,92,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_CD6C18D8D1EF047C31FB,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,92,92,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_2118F63505F38D4CE749,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,92,92,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_84DF9CD8CFE449C9CA6C,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,93,94,2,2,1,1,0.018691588785046728,False,False,False,False,False,False,False
TERGXC_3E9205FE3AA939AE9197,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,93,95,3,4,3,2,0.028037383177570093,False,True,True,False,False,False,False
TERGXC_277784D5901F5A6A9319,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,95,110,16,16,15,15,0.14953271028037382,False,False,True,False,False,False,False
TERGXC_89ABCFB516E921575B69,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,96,96,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_1B362A9BBB2733E362A8,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,96,96,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_D805D3F1F50366828492,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,97,98,2,2,1,1,0.018691588785046728,False,False,True,False,False,False,False
TERGXC_C98A637F9B46240DD82A,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,98,98,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_0058A36EA135ADECECFB,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,100,122,23,23,22,22,0.21495327102803738,False,False,True,False,False,False,False
TERGXC_0F127DCB91AB8E444BF0,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,100,100,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_EB95379DEF23BEC98696,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,105,122,18,18,17,17,0.16822429906542055,False,False,True,False,False,False,False
TERGXC_0034141E709110CF0933,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,106,106,1,1,0,0,0.009345794392523364,False,False,False,False,False,False,False
TERGXC_EE388ECA3C67C431CE56,TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,16,122,107,107,109,3,3,2,2,0.028037383177570093,False,False,True,False,False,False,False
