sar_event_id,segment_id,run_id,explanation_component_id,track_id,event_type,support_start_sar_frame,support_end_sar_frame,event_uncertainty_state,observable_evidence,event_is_person_event,event_is_hard_label,manual_reference_used
TERGSE_E18B0C7C02030F82147E,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_80639AA6C4B8F35CB80F,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,76,90,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_D1A984558D1C3238A6AE,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_077B6A659BD069E4CB9B,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,75,90,GRAPH_COMPONENT_HYPOTHESIS,16 q95 nodes and 15 P0-supported edges,False,False,False
TERGSE_5066AE0285899177A234,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_077B6A659BD069E4CB9B,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,75,75,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_B70956BDBEF5D14B8289,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_077B6A659BD069E4CB9B,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,75,88,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_47899058990D6E8A098D,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_95CED5594E4F0D15FDC2,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,76,76,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_112D2BC16BB35BCE3A26,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_95CED5594E4F0D15FDC2,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,76,76,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_D0582FE4CF491F337CFD,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_95CED5594E4F0D15FDC2,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,76,76,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_E3A5F6823B3D0AD04FB0,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_D2681A29DC3B028BCA35,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,76,76,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_E29420040D8ECBB613C2,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_D2681A29DC3B028BCA35,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,76,76,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_57BB1A78E62BF05E91E6,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_D2681A29DC3B028BCA35,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,76,76,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_0C9F18EDCD288B9B98CC,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_2FE0171F080E636FF343,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,76,82,GRAPH_COMPONENT_HYPOTHESIS,7 q95 nodes and 6 P0-supported edges,False,False,False
TERGSE_0A85DB3BF9C54775EE43,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_2FE0171F080E636FF343,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,76,76,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_AE29628BBE56873F00D7,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_2FE0171F080E636FF343,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,82,82,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_1ECA0B4415948E3D7640,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_2FE0171F080E636FF343,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,77,82,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_3041D403F93639BD22B5,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_A3C0AD2AFC05E5F97D38,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,76,77,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_871C3FB837179D19CE05,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_A3C0AD2AFC05E5F97D38,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,76,76,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_64A8EF5BD78ECEAAD237,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_A3C0AD2AFC05E5F97D38,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,77,77,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_1FC3383B7DD3D40919AD,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_A3C0AD2AFC05E5F97D38,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,76,77,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_8D6EC2E9A46E7C11F23A,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_D53C3151D1B2A4B18A96,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,77,77,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_0798E0D201299F095AE2,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_D53C3151D1B2A4B18A96,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,77,77,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_9942B84DFED5816373C9,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_D53C3151D1B2A4B18A96,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,77,77,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_DAC3CBFF6D71218716F4,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_510A588DC4BCD3E8F4DE,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,77,77,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_ED5A8AB4CCE3958889A2,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_510A588DC4BCD3E8F4DE,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,77,77,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_19DF4B8459CFE297BE2A,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_510A588DC4BCD3E8F4DE,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,77,77,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_BAE83E3B6AA494DA1B06,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_71EF899F079AC754F8DD,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,78,78,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_2BE0855F19F69595D408,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_71EF899F079AC754F8DD,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,78,78,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_771F7AC758779B3A0229,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_71EF899F079AC754F8DD,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,78,78,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_1872D816845D44B6F51B,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_7400FB1C5E20641C9608,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,79,81,GRAPH_COMPONENT_HYPOTHESIS,3 q95 nodes and 2 P0-supported edges,False,False,False
TERGSE_D1FB4A0179CFAD7B873F,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_7400FB1C5E20641C9608,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,79,79,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_9C7EC294D36F534458EC,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_7400FB1C5E20641C9608,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,81,81,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_37301BCF716F45B88803,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_7400FB1C5E20641C9608,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,79,81,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_F862A29ADAEB5B0ECF50,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_B511B877729AF9557F45,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,79,79,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_4F3536D5C1659A6B6EDC,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_B511B877729AF9557F45,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,79,79,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_6D51761CFD61E89C2812,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_B511B877729AF9557F45,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,79,79,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_887FFFEFFF435FB61490,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_248EDA5448DEC435AA77,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,82,82,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_95653BDA0A240E33E2CB,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_248EDA5448DEC435AA77,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,82,82,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_F60DE6EE3CE4A6523184,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_248EDA5448DEC435AA77,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,82,82,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_D350AD596DD5A2664361,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_34AA1B936356B354F2A2,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,83,83,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_6313DD5894BF7E30756E,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_34AA1B936356B354F2A2,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,83,83,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_3A2600EB6C9C88152A76,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_34AA1B936356B354F2A2,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,83,83,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_EFEA1ED4F8A893E8C079,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_493A01D09B87F58ECE90,R01ZF_REUSED_R01ZF_PERSON002,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,88,88,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_B0DC2CC95175087EA206,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_493A01D09B87F58ECE90,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,88,88,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_193BEA0C9C67AB49B00C,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_493A01D09B87F58ECE90,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,88,88,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_8350DF9B7A2EE67E3C90,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_7D4AAE61051BC7263463,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_PERSISTENCE,89,90,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_125F0E0EB04BBDD29B17,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_7D4AAE61051BC7263463,R01ZF_REUSED_R01ZF_PERSON002,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,89,89,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_FA40FF7938BC80FAFA8B,TERGS_8BEED5994DAAC1AE86CF,R01ZF,TERGXC_7D4AAE61051BC7263463,R01ZF_REUSED_R01ZF_PERSON002,SAR_DEFORMATION_HYPOTHESIS,89,90,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_BAC85278AD6861E867DD,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_52CA93F4DE911F07D916,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,94,GRAPH_COMPONENT_HYPOTHESIS,95 q95 nodes and 94 P0-supported edges,False,False,False
TERGSE_28607B8B5B890C1085DF,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_52CA93F4DE911F07D916,R01ZF_REUSED_R01ZF_PERSON001,SAR_MERGE_LIKE_HYPOTHESIS,20,21,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains MERGE,False,False,False
TERGSE_C1D20EFEB7F61D1A6804,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_52CA93F4DE911F07D916,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,93,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_E7ED5DEA458216721EC6,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_DA9B385BC8123864724E,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,4,GRAPH_COMPONENT_HYPOTHESIS,5 q95 nodes and 4 P0-supported edges,False,False,False
TERGSE_459CB97DE1D5C690EA38,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_DA9B385BC8123864724E,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,4,4,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_FE08C86668DA2B2E092C,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_DA9B385BC8123864724E,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,4,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_3DB811CA2FA6F3D0F2AF,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_F971A3E3E8EEDDD264C7,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,13,GRAPH_COMPONENT_HYPOTHESIS,23 q95 nodes and 23 P0-supported edges,False,False,False
TERGSE_0A9837FA5F24F9E958C6,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_F971A3E3E8EEDDD264C7,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,13,13,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_2D22F8093C6A923EB9F3,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_F971A3E3E8EEDDD264C7,R01ZF_REUSED_R01ZF_PERSON001,SAR_SPLIT_LIKE_HYPOTHESIS,0,9,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains SPLIT,False,False,False
TERGSE_3BD5441DF5A4EF987CF7,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_F971A3E3E8EEDDD264C7,R01ZF_REUSED_R01ZF_PERSON001,SAR_MERGE_LIKE_HYPOTHESIS,0,4,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains MERGE,False,False,False
TERGSE_6DAAC352EB966A7F4385,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_F971A3E3E8EEDDD264C7,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,13,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_CF2EBAD290C67EAD17DD,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_83545FAFD630D65E82A1,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,27,GRAPH_COMPONENT_HYPOTHESIS,38 q95 nodes and 37 P0-supported edges,False,False,False
TERGSE_81C2DF58C80B711B80D8,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_83545FAFD630D65E82A1,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,27,27,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_E47DE34E4FAC90C73678,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_83545FAFD630D65E82A1,R01ZF_REUSED_R01ZF_PERSON001,SAR_SPLIT_LIKE_HYPOTHESIS,24,27,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains SPLIT,False,False,False
TERGSE_43FE4B4E128FD6322D79,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_83545FAFD630D65E82A1,R01ZF_REUSED_R01ZF_PERSON001,SAR_MERGE_LIKE_HYPOTHESIS,1,26,STRUCTURAL_HYPOTHESIS,existing frozen sar_topology_state contains MERGE,False,False,False
TERGSE_4AD03151257984B017F5,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_83545FAFD630D65E82A1,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,27,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_8F2C18485E5991BA18F2,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_C8FCF7A5AFC5252E98AA,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,8,GRAPH_COMPONENT_HYPOTHESIS,9 q95 nodes and 8 P0-supported edges,False,False,False
TERGSE_66FB63FC2D7EDA29FB20,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_C8FCF7A5AFC5252E98AA,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,8,8,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_603289AAD349829BC8A0,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_C8FCF7A5AFC5252E98AA,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,8,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_A40685D79E208D74B879,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_5526409C76404D5F734C,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,12,GRAPH_COMPONENT_HYPOTHESIS,13 q95 nodes and 12 P0-supported edges,False,False,False
TERGSE_796497B030FF0B592B06,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_5526409C76404D5F734C,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,12,12,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_4DF47F82461F32C605E7,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_5526409C76404D5F734C,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,12,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_7C21222378706D376D4D,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_7E1E75A352192DF751A2,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,20,GRAPH_COMPONENT_HYPOTHESIS,21 q95 nodes and 20 P0-supported edges,False,False,False
TERGSE_A6919ED804648473E017,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_7E1E75A352192DF751A2,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,20,20,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_509977EFE63E9DB781A4,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_7E1E75A352192DF751A2,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,20,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_2B09F353E88C6DD7CDF3,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_95E3F83338DF23584A6E,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,0,4,GRAPH_COMPONENT_HYPOTHESIS,5 q95 nodes and 4 P0-supported edges,False,False,False
TERGSE_57A2878DE794F42C43BE,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_95E3F83338DF23584A6E,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,4,4,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_1C875E44CE6540DAB651,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_95E3F83338DF23584A6E,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,0,3,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_46F035A94FB278615F95,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_961A5EDB6861D0F02F2E,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,2,3,GRAPH_COMPONENT_HYPOTHESIS,2 q95 nodes and 1 P0-supported edges,False,False,False
TERGSE_012D68B7FB17AB299846,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_961A5EDB6861D0F02F2E,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,2,2,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_CC0B24DC56DA3651DAA7,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_961A5EDB6861D0F02F2E,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,3,3,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_5519E68C6C75F29E5FCB,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_961A5EDB6861D0F02F2E,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,2,3,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_7C5B2BF6BD098FD29261,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_E612267A0792BA5C121D,R01ZF_REUSED_R01ZF_PERSON001,SAR_SINGLE_FRAME_RESPONSE_HYPOTHESIS,3,3,GRAPH_COMPONENT_HYPOTHESIS,1 q95 nodes and 0 P0-supported edges,False,False,False
TERGSE_C8397041799BA0A42DFE,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_E612267A0792BA5C121D,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,3,3,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_DF32F607D098342DDD3D,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_E612267A0792BA5C121D,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,3,3,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_A8DFEF55E4CC141C6722,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_56D63DFC07E224F71D7D,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,4,6,GRAPH_COMPONENT_HYPOTHESIS,3 q95 nodes and 2 P0-supported edges,False,False,False
TERGSE_F672C2DECD1F7E1F93CC,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_56D63DFC07E224F71D7D,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_BIRTH_WITHIN_SEGMENT,4,4,SET_VALUED,first q95 node in this explanation component,False,False,False
TERGSE_9AA0519DD6704FB6C9B7,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_56D63DFC07E224F71D7D,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_DEATH_WITHIN_SEGMENT,6,6,SET_VALUED,last q95 node in this explanation component,False,False,False
TERGSE_2821D76AE6CA624D33EF,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_56D63DFC07E224F71D7D,R01ZF_REUSED_R01ZF_PERSON001,SAR_DEFORMATION_HYPOTHESIS,4,6,STRUCTURAL_HYPOTHESIS,existing frozen sar_p0_residual_state contains DEFORMATION,False,False,False
TERGSE_8AE6B2BF3E583116290F,TERGS_253C26F1BF4B2985C601,R01ZF,TERGXC_0F22CB7517AF97D08239,R01ZF_REUSED_R01ZF_PERSON001,SAR_RESPONSE_PERSISTENCE,5,54,GRAPH_COMPONENT_HYPOTHESIS,91 q95 nodes and 99 P0-supported edges,False,False,False
