explanation_component_id,segment_id,run_id,track_id,graph_edge_id,source_sar_frame,destination_sar_frame,source_region_id,destination_region_id,soft_intersection_px,source_total_retention,destination_explained_fraction,soft_iou,audit_edge_family,sar_p0_residual_state,sar_topology_state,mutual_local_dominant,exact_one_soft_pixel_mass,component_node_count,component_frame_count,small_side_node_count,large_side_node_count,small_side_frame_count,large_side_frame_count,bridge_frame_balance
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_BB5AF7B88B311734BDFA,0,1,R01ZF_SARF000000__Q095__R0001,R01ZF_SARF000001__Q095__R0001,728.615234375,0.9625036121202114,0.8242253782522625,0.7985832971201414,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,16,16,1,15,1,15,0.06666666666666667
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_48634A37BAFC57B7ED69,1,2,R01ZF_SARF000001__Q095__R0001,R01ZF_SARF000002__Q095__R0001,753.048828125,0.8518651901866516,0.9544345096641318,0.8185747799963907,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,16,16,2,14,2,14,0.14285714285714285
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_78A3A5CC0B3E727D3424,2,3,R01ZF_SARF000002__Q095__R0001,R01ZF_SARF000003__Q095__R0001,751.4375,0.9523922686945501,0.8861291273584906,0.8485425929846849,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,16,16,3,13,3,13,0.23076923076923078
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_4364359182F943C265F5,3,4,R01ZF_SARF000003__Q095__R0001,R01ZF_SARF000004__Q095__R0001,622.265625,0.7338038030660378,0.9753379702194357,0.7204363320609997,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,16,16,4,12,4,12,0.3333333333333333
TERGXC_1FD4CF2856175478AA05,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_FBD6D12FD99E665E8EF4,4,5,R01ZF_SARF000004__Q095__R0001,R01ZF_SARF000005__Q095__R0001,609.111328125,0.954719950039185,0.8298519456743869,0.7984275433372845,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,16,16,5,11,5,11,0.45454545454545453
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_2E7A9EC04C72C3A4D176,2,3,R01ZF_SARF000002__Q095__R0002,R01ZF_SARF000003__Q095__R0002,498.109375,0.9398290094339623,0.8958801708633094,0.8472823920265781,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,5,5,2,3,2,3,0.6666666666666666
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_FE4CCC9B94150DDD47C0,3,4,R01ZF_SARF000003__Q095__R0002,R01ZF_SARF000004__Q095__R0002,409.296875,0.7361454586330936,0.9958561435523114,0.7338974028520998,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,5,5,1,4,1,4,0.25
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_F11BF31AE38C81DEC333,0,1,R01ZF_SARF000000__Q095__R0002,R01ZF_SARF000001__Q095__R0002,422.751953125,0.9478743343609866,0.8192867308624031,0.7839656639924664,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,5,5,1,4,1,4,0.25
TERGXC_A97D2FC78FCD287ADEEE,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_56DADF208AE1361BDAB0,1,2,R01ZF_SARF000001__Q095__R0002,R01ZF_SARF000002__Q095__R0002,482.5703125,0.9352137839147286,0.9105100235849056,0.8564871947753019,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,5,5,2,3,2,3,0.6666666666666666
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_931401B980449CD916AA,1,2,R01ZF_SARF000001__Q095__R0042,R01ZF_SARF000002__Q095__R0010,51.4375,0.9705188679245284,0.03738190406976744,0.03733950365228438,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_MERGE_LIKE,False,False,23,14,1,22,1,14,0.07142857142857142
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_EF614737A25803902EF7,0,1,R01ZF_SARF000000__Q095__R0020,R01ZF_SARF000001__Q095__R0008,263.32421875,0.9175059886759582,0.18362916230822873,0.18064663084694438,WEAK_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_MERGE_LIKE,False,False,23,14,1,22,1,14,0.07142857142857142
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_37C42B16622725E05505,9,10,R01ZF_SARF000009__Q095__R0012,R01ZF_SARF000010__Q095__R0010,907.96875,0.9487656739811913,0.6710781596452328,0.6476094951521231,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,4,19,4,13,0.3076923076923077
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_1999A172EC617F3A1D5D,10,11,R01ZF_SARF000010__Q095__R0010,R01ZF_SARF000011__Q095__R0026,693.958984375,0.5129039056725795,0.9999408996757925,0.5128883576780892,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,3,20,3,13,0.23076923076923078
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_FC59658BC94B1242D992,4,5,R01ZF_SARF000004__Q095__R0009,R01ZF_SARF000005__Q095__R0010,1855.30859375,0.7141295587952271,0.8514495611519045,0.6350118256093632,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,10,13,5,9,0.5555555555555556
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_44DE99F17E32A13365EC,5,6,R01ZF_SARF000005__Q095__R0010,R01ZF_SARF000006__Q095__R0012,1927.4453125,0.8845549850849014,0.6975914992761492,0.6393797798700575,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,11,12,6,8,0.75
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_C5BAF3523050B6278D60,9,10,R01ZF_SARF000009__Q095__R0023,R01ZF_SARF000010__Q095__R0020,538.9375,0.8791802610114192,0.8447296238244514,0.7568682524357061,CORE_CONTINUATION,SAR_P0_RESIDUAL_BELOW_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,3,20,3,14,0.21428571428571427
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_6DAFEC19E51719794E2E,10,11,R01ZF_SARF000010__Q095__R0020,R01ZF_SARF000011__Q095__R0023,576.94140625,0.904296875,0.7946851325757576,0.7330348856253753,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,2,21,2,14,0.14285714285714285
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_DDA3851F7C948CAB1DBE,8,9,R01ZF_SARF000008__Q095__R0012,R01ZF_SARF000009__Q095__R0023,538.1640625,0.25147853387850466,0.8779185358890701,0.24298145672471508,UNCERTAIN_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_SPLIT_LIKE,False,False,23,14,4,19,4,14,0.2857142857142857
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_19BE895EA7A1A73437CB,11,12,R01ZF_SARF000011__Q095__R0023,R01ZF_SARF000012__Q095__R0014,509.220703125,0.7014059271694215,0.7944160735179407,0.5936500274373098,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,1,22,1,14,0.07142857142857142
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_6763D84A16C50A0F3774,8,9,R01ZF_SARF000008__Q095__R0012,R01ZF_SARF000009__Q095__R0012,908.859375,0.4247006425233645,0.9496963166144201,0.41535693118443884,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_SPLIT_LIKE,True,False,23,14,5,18,5,13,0.38461538461538464
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_F95D1BE26903F729C8C7,11,12,R01ZF_SARF000011__Q095__R0026,R01ZF_SARF000012__Q095__R0042,299.091796875,0.43096800702449567,0.48712019035016285,0.2964509515817106,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,2,21,2,13,0.15384615384615385
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_CD771C8D919276DED643,12,13,R01ZF_SARF000012__Q095__R0042,R01ZF_SARF000013__Q095__R0042,127.951171875,0.20838953074104236,0.6035432635613207,0.18329831198010077,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,1,22,1,13,0.07692307692307693
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_61F09C55355B73078A17,6,7,R01ZF_SARF000006__Q095__R0012,R01ZF_SARF000007__Q095__R0006,1856.279296875,0.6718347075190011,0.8920131171912542,0.6213028195485035,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,11,12,7,7,1.0
TERGXC_19FDF4D195795F39A4BF,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_6E09F417AC651CDF8016,7,8,R01ZF_SARF000007__Q095__R0006,R01ZF_SARF000008__Q095__R0012,1797.09375,0.8635722008649688,0.8397634345794392,0.7414039837555598,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,23,14,10,13,6,8,0.75
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_57C35C7A0A39AFFDF95F,8,9,R01ZF_SARF000008__Q095__R0004,R01ZF_SARF000009__Q095__R0005,1522.3515625,0.8774360590778097,0.9562509814698492,0.843572371696357,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,7,11,7,9,0.7777777777777778
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_A53CA7404C30E03FB7A9,9,10,R01ZF_SARF000009__Q095__R0005,R01ZF_SARF000010__Q095__R0003,1453.6875,0.9131202889447236,0.9159971644612477,0.8425647527621808,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,6,12,6,10,0.6
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_75087555A32C0966CDEA,13,14,R01ZF_SARF000013__Q095__R0005,R01ZF_SARF000014__Q095__R0006,1240.0,0.9104258443465492,0.9044493070751276,0.8305425318151373,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,2,16,2,14,0.14285714285714285
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_AFDAEA46D9D3C8D460BD,14,15,R01ZF_SARF000014__Q095__R0006,R01ZF_SARF000015__Q095__R0004,1312.427734375,0.9572777055981035,0.9145837870209059,0.8787172636911558,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,1,17,1,15,0.06666666666666667
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_AAF60CEA5981D1A3DDCD,0,1,R01ZF_SARF000000__Q095__R0029,R01ZF_SARF000001__Q095__R0030,351.388671875,0.9600783384562842,0.8426586855515588,0.8141321809172568,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,1,17,1,16,0.0625
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_AD832F97537CEFF148ED,1,2,R01ZF_SARF000001__Q095__R0030,R01ZF_SARF000002__Q095__R0016,310.435546875,0.7444497526978417,0.23358581405191872,0.2162463316775713,UNCERTAIN_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_MERGE_LIKE,False,False,18,16,2,16,2,16,0.125
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_C67237AA6270DCBB32E1,5,6,R01ZF_SARF000005__Q095__R0006,R01ZF_SARF000006__Q095__R0004,990.78515625,0.8966381504524887,0.664956480704698,0.6176137567297086,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,8,10,6,10,0.6
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_5DF0EA4CB69B23A26E2C,6,7,R01ZF_SARF000006__Q095__R0004,R01ZF_SARF000007__Q095__R0003,1138.625,0.7641778523489933,0.9051073131955485,0.707495145631068,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,9,9,9,7,1.2857142857142858
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_5DF2F4468AF021CCEFE3,12,13,R01ZF_SARF000012__Q095__R0008,R01ZF_SARF000013__Q095__R0005,1247.1875,0.9549674578866769,0.9157030102790015,0.8777987947037347,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,3,15,3,13,0.23076923076923078
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_6B087C66259D0934E3D0,0,1,R01ZF_SARF000000__Q095__R0011,R01ZF_SARF000001__Q095__R0014,706.65625,0.9680222602739726,0.8607262484774665,0.8369295680817203,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,1,17,1,16,0.0625
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_2B7E067FCA247B6F46F3,1,2,R01ZF_SARF000001__Q095__R0014,R01ZF_SARF000002__Q095__R0016,735.5546875,0.8959253197320342,0.5534647761474794,0.5200304889836453,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_MERGE_LIKE,True,False,18,16,2,16,2,16,0.125
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_195FCDD309F9E5499EAB,10,11,R01ZF_SARF000010__Q095__R0003,R01ZF_SARF000011__Q095__R0005,1429.91796875,0.9010195140201638,0.8892524681281094,0.8101141722786432,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,5,13,5,11,0.45454545454545453
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_D078156FE5237A1E9F45,11,12,R01ZF_SARF000011__Q095__R0005,R01ZF_SARF000012__Q095__R0008,1207.77734375,0.7511053132773632,0.9247912279862175,0.7078661974894286,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,4,14,4,12,0.3333333333333333
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_875520AE8F95B789A400,2,3,R01ZF_SARF000002__Q095__R0016,R01ZF_SARF000003__Q095__R0007,1163.203125,0.8752468961625283,0.8920269363496932,0.791403999277111,CORE_CONTINUATION,SAR_P0_RESIDUAL_ABOVE_COMMON,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,5,13,3,13,0.23076923076923078
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_47EE0404008729CF4D75,3,4,R01ZF_SARF000003__Q095__R0007,R01ZF_SARF000004__Q095__R0006,1224.375,0.9389378834355828,0.7843529788597053,0.7462857142857143,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,6,12,4,12,0.3333333333333333
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_606FA21BE5B1BF36495D,4,5,R01ZF_SARF000004__Q095__R0006,R01ZF_SARF000005__Q095__R0006,1015.1376953125,0.6503124249279308,0.9186766473416289,0.614913607531102,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,7,11,5,11,0.45454545454545453
TERGXC_8F1B7F7B2C0F2815FC2F,TERGS_E766DA8C46F860D1BA2F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,TERGE_0B9434B1F4227763AB3B,7,8,R01ZF_SARF000007__Q095__R0003,R01ZF_SARF000008__Q095__R0004,1124.5,0.893879173290938,0.6481268011527378,0.6018196414236018,DEFORMATION_LINK,SAR_P0_RESIDUAL_DEFORMATION_OR_MIXED,P0_ONE_TO_ONE_LIKE_OR_UNSUPPORTED,True,False,18,16,8,10,8,8,1.0
