segment_id,run_id,track_id,variant,component_count,multi_frame_component_count,isolated_component_count,largest_component_node_count,largest_component_frame_count,full_frame_coverage_component_count
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,166,83,83,91,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,172,83,89,91,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,200,94,106,91,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,211,100,111,91,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,171,84,87,101,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,172,84,88,101,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,181,85,96,99,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,215,101,114,91,91,1
TERGS_8BEED5994DAAC1AE86CF,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,227,106,121,91,91,1
TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,166,83,83,95,95,1
TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,167,83,84,95,95,1
TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,173,83,90,95,95,1
TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,201,94,107,95,95,1
TERGS_253C26F1BF4B2985C601,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,213,101,112,95,95,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,136,68,68,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,137,68,69,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,142,68,74,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,167,79,88,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,175,82,93,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,140,67,73,78,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,141,67,74,78,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,149,68,81,78,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,178,83,95,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,188,86,102,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,117,66,51,80,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,117,66,51,80,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,123,68,55,80,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,144,79,65,75,75,1
TERGS_BC5EA4947C3E28B93EB6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,158,90,68,75,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,140,67,73,78,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,141,67,74,78,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,149,68,81,78,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,178,83,95,75,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,188,86,102,75,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,117,66,51,80,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,117,66,51,80,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,123,68,55,80,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,144,79,65,75,75,1
TERGS_BDFB23ADB9531057AE1C,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,158,90,68,75,75,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,137,68,69,79,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,138,68,70,79,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,143,68,75,79,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,168,79,89,79,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,177,83,94,79,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,126,70,56,83,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,126,70,56,83,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,131,72,59,81,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,155,85,70,79,79,1
TERGS_447E05427C2D6C44CC40,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,169,97,72,79,79,1
TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,148,83,65,107,107,1
TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,148,83,65,107,107,1
TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,154,86,68,107,107,1
TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,185,104,81,107,107,1
TERGS_90732AAA7ED6876C7E68,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,202,118,84,107,107,1
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,26,16,10,26,8,8
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,26,16,10,26,8,8
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,26,16,10,26,8,8
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,34,21,13,9,8,9
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,35,21,14,8,8,9
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,27,16,11,28,8,7
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,27,16,11,28,8,7
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,27,16,11,28,8,7
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,36,22,14,9,8,8
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,38,22,16,8,8,8
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,14,9,5,22,8,5
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,14,9,5,22,8,5
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,14,9,5,22,8,5
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,15,10,5,18,8,5
TERGS_1CFF140A9BB35DBEE86F,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,17,12,5,8,8,5
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,28,16,12,28,8,8
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,28,16,12,28,8,8
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,28,16,12,28,8,8
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,38,21,17,8,8,9
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,38,21,17,8,8,9
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,29,16,13,29,8,6
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,29,16,13,29,8,6
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,29,16,13,29,8,6
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,39,22,17,9,8,7
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,40,22,18,8,8,7
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,13,11,2,15,8,6
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,13,11,2,15,8,6
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,13,11,2,15,8,6
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,14,12,2,12,8,6
TERGS_4DCF92A4ED1645C80C30,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,15,13,2,8,8,6
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,30,18,12,22,8,7
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,30,18,12,22,8,7
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,31,18,13,21,8,7
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,37,21,16,9,8,7
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,38,21,17,8,8,7
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,33,20,13,24,8,9
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,33,20,13,24,8,9
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,34,20,14,23,8,9
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,40,23,17,9,8,10
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,41,23,18,8,8,10
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,15,12,3,8,8,8
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,15,12,3,8,8,8
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,15,12,3,8,8,8
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,15,12,3,8,8,8
TERGS_D939CE55686A60BC97A8,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,15,12,3,8,8,8
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,29,19,10,22,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,29,19,10,22,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,30,19,11,21,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,37,22,15,9,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,38,22,16,8,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,30,20,10,23,8,9
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,30,20,10,23,8,9
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,31,20,11,22,8,9
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,38,23,15,9,8,9
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,39,23,16,8,8,9
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,17,11,6,9,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,17,11,6,9,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,17,11,6,9,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,18,11,7,8,8,7
TERGS_6E3564DE2B9BCF7CE7F6,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,18,11,7,8,8,7
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,33,16,17,9,8,4
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,33,16,17,9,8,4
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,33,16,17,9,8,4
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,34,16,18,9,8,4
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,35,17,18,8,8,3
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,24,14,10,13,8,6
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,24,14,10,13,8,6
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,24,14,10,13,8,6
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,27,16,11,9,8,5
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,28,17,11,8,8,4
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,26,19,7,17,8,6
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,26,19,7,17,8,6
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_BOTTOM_1PCT_SOFT_IOU,26,19,7,17,8,6
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,REMOVE_NONDOMINANT_BOTTOM_DECILE,29,20,9,13,8,6
TERGS_F01D7DE8D068D8533122,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,MUTUAL_LOCAL_DOMINANCE_ONLY,32,23,9,8,8,5
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,ALL_POSITIVE_SOFT_SUPPORT,26,17,9,11,8,7
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,26,17,9,11,8,7
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_BOTTOM_1PCT_SOFT_IOU,26,17,9,11,8,7
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,REMOVE_NONDOMINANT_BOTTOM_DECILE,28,18,10,11,8,6
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON001,MUTUAL_LOCAL_DOMINANCE_ONLY,31,18,13,8,8,6
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,ALL_POSITIVE_SOFT_SUPPORT,24,17,7,13,8,7
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_EXACT_ONE_SOFT_PIXEL_MASS,24,17,7,13,8,7
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_BOTTOM_1PCT_SOFT_IOU,24,17,7,13,8,7
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,REMOVE_NONDOMINANT_BOTTOM_DECILE,27,19,8,11,8,5
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON002,MUTUAL_LOCAL_DOMINANCE_ONLY,31,19,12,8,8,5
TERGS_2329DA3AFF8E7609BCB2,R01ZF,R01ZF_REUSED_R01ZF_PERSON003,ALL_POSITIVE_SOFT_SUPPORT,23,12,11,19,8,6
