primary_hypothesis_id,control_hypothesis_id,control_family,static_distance,direction_used_for_selection,reference_used_for_selection
H_1A3D49F3A43672773687,H_FBF0E6E23A089AF85845,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.864155067517235,False,False
H_FBF0E6E23A089AF85845,H_1A3D49F3A43672773687,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.864155067517235,False,False
H_77E0FE2596FFB36BE600,H_B4A11B244F90447F4BF7,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.8098675970345686,False,False
H_B4A11B244F90447F4BF7,H_77E0FE2596FFB36BE600,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.8098675970345686,False,False
H_CCC0FC642606B40C7EF5,H_D999C5C14E2B86FF6E81,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7604679154365326,False,False
H_D999C5C14E2B86FF6E81,H_CCC0FC642606B40C7EF5,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7604679154365326,False,False
H_A4B8CAA1A23D21365C13,H_BD6CE44E079C98502644,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.3833114509905053,False,False
H_BD6CE44E079C98502644,H_A4B8CAA1A23D21365C13,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.3833114509905053,False,False
H_49E0B8E2F73F2987900B,H_5914B50BB525DAF24C53,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,0.4742795729008682,False,False
H_5914B50BB525DAF24C53,H_49E0B8E2F73F2987900B,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,0.4742795729008682,False,False
H_6924236AC9FAABF360B0,H_DE97BED4933E34B31A50,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.0819816019244441,False,False
H_DE97BED4933E34B31A50,H_6924236AC9FAABF360B0,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.0819816019244441,False,False
H_282A9CF2A395128DD68C,H_2C979B6A9B9E893EEDC1,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.3019365645439624,False,False
H_2C979B6A9B9E893EEDC1,H_282A9CF2A395128DD68C,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.3019365645439624,False,False
H_A3C1B7C7F78D43BFB938,H_CD46C49B342B14EF9CA4,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.247649094061296,False,False
H_CD46C49B342B14EF9CA4,H_A3C1B7C7F78D43BFB938,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.247649094061296,False,False
H_288B1F041EE8B3CA2026,H_5A8016EB658CA42659C5,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.19824941246326,False,False
H_5A8016EB658CA42659C5,H_288B1F041EE8B3CA2026,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.19824941246326,False,False
H_7B33B0D9EDC70F81A5BF,H_F03D79919937CC162070,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.1818950558771104,False,False
H_F03D79919937CC162070,H_7B33B0D9EDC70F81A5BF,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.1818950558771104,False,False
H_C699E67511915713B1F8,H_FDA5BB04697FA7BCB191,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.814504182100319,False,False
H_FDA5BB04697FA7BCB191,H_C699E67511915713B1F8,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.814504182100319,False,False
H_DA32BA961565A81DBFF3,H_DBD150ECB21ECAA9F793,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0402937104776266,False,False
H_DBD150ECB21ECAA9F793,H_DA32BA961565A81DBFF3,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0402937104776266,False,False
H_0EC980445C9850B81B45,H_284E2ED6E73DB7ECCD80,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0577500027271975,False,False
H_284E2ED6E73DB7ECCD80,H_0EC980445C9850B81B45,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0577500027271975,False,False
H_B550E24EC857CB3A906B,H_C90AF1F0A76FD8D52AB6,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7342378371307847,False,False
H_C90AF1F0A76FD8D52AB6,H_B550E24EC857CB3A906B,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7342378371307847,False,False
H_B9F07075EA480A65C269,H_FBB5A8CB636A2397B78A,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7346151575004662,False,False
H_FBB5A8CB636A2397B78A,H_B9F07075EA480A65C269,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7346151575004662,False,False
H_17120BFB9C96440D1DF5,H_333BF58F6CE255EC91F1,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.3672242837236748,False,False
H_333BF58F6CE255EC91F1,H_17120BFB9C96440D1DF5,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.3672242837236748,False,False
H_4ACB4749CD9240999DFB,H_5B2448613C4DBA275B2B,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5930138121009825,False,False
H_5B2448613C4DBA275B2B,H_4ACB4749CD9240999DFB,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5930138121009825,False,False
H_C5EC78234D0988E5C88D,H_D3FB00E5D749CA92D0DF,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6104701043505534,False,False
H_D3FB00E5D749CA92D0DF,H_C5EC78234D0988E5C88D,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6104701043505534,False,False
H_11EFE42E2575046570C4,H_9E21FA48857B9D0AD2ED,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.2869579387541408,False,False
H_9E21FA48857B9D0AD2ED,H_11EFE42E2575046570C4,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.2869579387541408,False,False
H_20152EF82EAE9F54B992,H_323A05CB3C461F36A049,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.9672879989486196,False,False
H_323A05CB3C461F36A049,H_20152EF82EAE9F54B992,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.9672879989486196,False,False
H_1B6DB0867EC8A274023F,H_2681BB899651596886EB,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5998971251718284,False,False
H_2681BB899651596886EB,H_1B6DB0867EC8A274023F,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5998971251718284,False,False
H_7A814C6C4029D29FD79A,H_9A42496A65EDECE99BF0,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.8256866535491358,False,False
H_9A42496A65EDECE99BF0,H_7A814C6C4029D29FD79A,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.8256866535491358,False,False
H_0C81985545B5E01C330D,H_D629700D9AD01F642057,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.843142945798707,False,False
H_D629700D9AD01F642057,H_0C81985545B5E01C330D,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.843142945798707,False,False
H_0BBC786CD41B06D00550,H_597E503ED1BCBE88AF30,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5196307802022941,False,False
H_597E503ED1BCBE88AF30,H_0BBC786CD41B06D00550,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5196307802022941,False,False
H_62FE219F6B916C1A4743,H_7A6A84CB4C3C248ACEFB,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.830249139463212,False,False
H_7A6A84CB4C3C248ACEFB,H_62FE219F6B916C1A4743,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.830249139463212,False,False
H_40654772782C9FC5B351,H_ACA4A87723F2C526B963,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.462858265686421,False,False
H_ACA4A87723F2C526B963,H_40654772782C9FC5B351,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.462858265686421,False,False
H_5E8126B57153BCFA2FD4,H_ADEC5E542C194BCDED83,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.688647794063729,False,False
H_ADEC5E542C194BCDED83,H_5E8126B57153BCFA2FD4,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.688647794063729,False,False
H_325F4167459DDB5BB1A3,H_F1419F5298E3BD600D70,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7061040863132997,False,False
H_F1419F5298E3BD600D70,H_325F4167459DDB5BB1A3,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7061040863132997,False,False
H_0FA72F44D36227E0C39E,H_923CAAE413879E6E642E,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.382591920716887,False,False
H_923CAAE413879E6E642E,H_0FA72F44D36227E0C39E,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.382591920716887,False,False
H_6D0DF4BE2266EB3B85B4,H_D5275BB0798B660DE643,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.93189753130112,False,False
H_D5275BB0798B660DE643,H_6D0DF4BE2266EB3B85B4,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.93189753130112,False,False
H_B5E40FB34A7A9EE38F7A,H_FAE0DB867DB5EB3E3503,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5645066575243287,False,False
H_FAE0DB867DB5EB3E3503,H_B5E40FB34A7A9EE38F7A,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5645066575243287,False,False
H_8485ED4FD0FEE9D28B6A,H_8BFB44245F69958DE9AA,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7902961859016364,False,False
H_8BFB44245F69958DE9AA,H_8485ED4FD0FEE9D28B6A,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7902961859016364,False,False
H_3BF3D7054987F8B901BC,H_D42B9B2125E8F86AF5FB,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.8077524781512073,False,False
H_D42B9B2125E8F86AF5FB,H_3BF3D7054987F8B901BC,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.8077524781512073,False,False
H_EE72914292B226BA7DE3,H_F2EE37D557869177D6EE,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.4842403125547947,False,False
H_F2EE37D557869177D6EE,H_EE72914292B226BA7DE3,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.4842403125547947,False,False
H_93566C1D8346EED4EA1F,H_A1BC28EC3925AD4C803A,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0537778074326827,False,False
H_A1BC28EC3925AD4C803A,H_93566C1D8346EED4EA1F,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0537778074326827,False,False
H_20F413DAF355833725A2,H_EF0074F6F60B818E0478,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6423561313583805,False,False
H_EF0074F6F60B818E0478,H_20F413DAF355833725A2,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6423561313583805,False,False
H_707E06E13AD522EB4FDF,H_F923509065F88AF6D60E,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0183877786532403,False,False
H_F923509065F88AF6D60E,H_707E06E13AD522EB4FDF,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,2.0183877786532403,False,False
H_CA22FF7518A57D81F21C,H_DC8444A68DC3DDEED1F8,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7755783963360567,False,False
H_DC8444A68DC3DDEED1F8,H_CA22FF7518A57D81F21C,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.7755783963360567,False,False
H_6AB1947153C4237A00C7,H_932709F0A52478E076A6,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6863869336558914,False,False
H_932709F0A52478E076A6,H_6AB1947153C4237A00C7,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6863869336558914,False,False
H_105234206572BC3832C5,H_E26EE1D52E14A9088307,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.2749652575815895,False,False
H_E26EE1D52E14A9088307,H_105234206572BC3832C5,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.2749652575815895,False,False
H_3D409DCFB34CD8F12284,H_E6BCED486A2251E27EEC,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6509969048764495,False,False
H_E6BCED486A2251E27EEC,H_3D409DCFB34CD8F12284,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6509969048764495,False,False
H_1BD434330602E9EA378F,H_E71AC07817F1D757A8D9,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.4081875225592657,False,False
H_E71AC07817F1D757A8D9,H_1BD434330602E9EA378F,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.4081875225592657,False,False
H_316B9810575B26CBE020,H_3E685CFB44B264D38161,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.912176462033199,False,False
H_3E685CFB44B264D38161,H_316B9810575B26CBE020,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.912176462033199,False,False
H_0A4AD5F939B12634FEAE,H_EF421082832DFECA1276,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5007547859588972,False,False
H_EF421082832DFECA1276,H_0A4AD5F939B12634FEAE,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.5007547859588972,False,False
H_222A2F3CF90F77136011,H_87B047609E862D33B3A1,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.876786433253757,False,False
H_87B047609E862D33B3A1,H_222A2F3CF90F77136011,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.876786433253757,False,False
H_0C8CD701E48D7BAF4DC6,H_A924871F039E059ED625,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6339770509365734,False,False
H_A924871F039E059ED625,H_0C8CD701E48D7BAF4DC6,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.6339770509365734,False,False
H_6638EBD0A33BB603FC0C,H_D486B7AFFF5E549D4FA3,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.9296327542827703,False,False
H_D486B7AFFF5E549D4FA3,H_6638EBD0A33BB603FC0C,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.9296327542827703,False,False
H_37F9DEF004069F375CFD,H_5510348BB92C91713A92,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.518211078208468,False,False
H_5510348BB92C91713A92,H_37F9DEF004069F375CFD,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.518211078208468,False,False
H_8BE79C73A2A64299F8B6,H_940CB7D8F0867106C27C,GT_BLIND_ALTERNATIVE_RAW_FRAGMENT_NOT_KNOWN_WRONG,1.8942427255033278,False,False
