run_id,frame_uid,frame_index,frozen_region_count,recomputed_region_count,region_count_match,q95_label_mask_pixel_exact,parity_state
R01ZF,R01ZF_SARF000048,48,59,59,True,True,EXACT
R01ZF,R01ZF_SARF000049,49,47,47,True,True,EXACT
R01ZF,R01ZF_SARF000050,50,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000051,51,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000052,52,51,51,True,True,EXACT
R01ZF,R01ZF_SARF000053,53,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000054,54,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000055,55,43,43,True,True,EXACT
R01ZF,R01ZF_SARF000056,56,54,54,True,True,EXACT
R01ZF,R01ZF_SARF000057,57,44,44,True,True,EXACT
R01ZF,R01ZF_SARF000058,58,51,51,True,True,EXACT
R01ZF,R01ZF_SARF000059,59,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000060,60,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000061,61,61,61,True,True,EXACT
R01ZF,R01ZF_SARF000062,62,58,58,True,True,EXACT
R01ZF,R01ZF_SARF000063,63,56,56,True,True,EXACT
R01ZF,R01ZF_SARF000064,64,56,56,True,True,EXACT
R01ZF,R01ZF_SARF000065,65,56,56,True,True,EXACT
R01ZF,R01ZF_SARF000066,66,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000067,67,61,61,True,True,EXACT
R01ZF,R01ZF_SARF000068,68,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000069,69,61,61,True,True,EXACT
R01ZF,R01ZF_SARF000070,70,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000071,71,51,51,True,True,EXACT
R01ZF,R01ZF_SARF000072,72,55,55,True,True,EXACT
R01ZF,R01ZF_SARF000073,73,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000074,74,47,47,True,True,EXACT
R01ZF,R01ZF_SARF000075,75,47,47,True,True,EXACT
R01ZF,R01ZF_SARF000076,76,51,51,True,True,EXACT
R01ZF,R01ZF_SARF000077,77,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000078,78,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000079,79,56,56,True,True,EXACT
R01ZF,R01ZF_SARF000080,80,54,54,True,True,EXACT
R01ZF,R01ZF_SARF000081,81,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000082,82,55,55,True,True,EXACT
R01ZF,R01ZF_SARF000083,83,57,57,True,True,EXACT
R01ZF,R01ZF_SARF000084,84,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000085,85,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000086,86,54,54,True,True,EXACT
R01ZF,R01ZF_SARF000087,87,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000088,88,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000089,89,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000090,90,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000091,91,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000092,92,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000093,93,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000094,94,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000095,95,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000096,96,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000097,97,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000098,98,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000099,99,59,59,True,True,EXACT
R01ZF,R01ZF_SARF000100,100,55,55,True,True,EXACT
R01ZF,R01ZF_SARF000101,101,56,56,True,True,EXACT
R01ZF,R01ZF_SARF000102,102,54,54,True,True,EXACT
R01ZF,R01ZF_SARF000103,103,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000104,104,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000105,105,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000106,106,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000107,107,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000108,108,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000109,109,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000110,110,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000111,111,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000112,112,46,46,True,True,EXACT
R01ZF,R01ZF_SARF000113,113,51,51,True,True,EXACT
R01ZF,R01ZF_SARF000114,114,51,51,True,True,EXACT
R01ZF,R01ZF_SARF000115,115,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000116,116,55,55,True,True,EXACT
R01ZF,R01ZF_SARF000117,117,55,55,True,True,EXACT
R01ZF,R01ZF_SARF000118,118,44,44,True,True,EXACT
R01ZF,R01ZF_SARF000119,119,46,46,True,True,EXACT
R01ZF,R01ZF_SARF000120,120,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000121,121,48,48,True,True,EXACT
R01ZF,R01ZF_SARF000122,122,47,47,True,True,EXACT
R01ZF,R01ZF_SARF000123,123,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000124,124,53,53,True,True,EXACT
R01ZF,R01ZF_SARF000125,125,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000126,126,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000127,127,55,55,True,True,EXACT
R01ZF,R01ZF_SARF000128,128,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000129,129,45,45,True,True,EXACT
R01ZF,R01ZF_SARF000130,130,54,54,True,True,EXACT
R01ZF,R01ZF_SARF000131,131,46,46,True,True,EXACT
R01ZF,R01ZF_SARF000132,132,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000133,133,50,50,True,True,EXACT
R01ZF,R01ZF_SARF000134,134,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000135,135,63,63,True,True,EXACT
R01ZF,R01ZF_SARF000136,136,46,46,True,True,EXACT
R01ZF,R01ZF_SARF000137,137,52,52,True,True,EXACT
R01ZF,R01ZF_SARF000138,138,46,46,True,True,EXACT
R01ZF,R01ZF_SARF000139,139,51,51,True,True,EXACT
R01ZF,R01ZF_SARF000140,140,49,49,True,True,EXACT
R01ZF,R01ZF_SARF000141,141,47,47,True,True,EXACT
R02ZF,R02ZF_SARF000472,472,59,59,True,True,EXACT
R02ZF,R02ZF_SARF000473,473,60,60,True,True,EXACT
R02ZF,R02ZF_SARF000474,474,43,43,True,True,EXACT
R02ZF,R02ZF_SARF000475,475,46,46,True,True,EXACT
R02ZF,R02ZF_SARF000476,476,43,43,True,True,EXACT
R02ZF,R02ZF_SARF000477,477,38,38,True,True,EXACT
R02ZF,R02ZF_SARF000478,478,54,54,True,True,EXACT
R02ZF,R02ZF_SARF000479,479,57,57,True,True,EXACT
R02ZF,R02ZF_SARF000480,480,44,44,True,True,EXACT
R02ZF,R02ZF_SARF000481,481,41,41,True,True,EXACT
R02ZF,R02ZF_SARF000482,482,43,43,True,True,EXACT
R02ZF,R02ZF_SARF000483,483,50,50,True,True,EXACT
R02ZF,R02ZF_SARF000484,484,46,46,True,True,EXACT
R02ZF,R02ZF_SARF000485,485,41,41,True,True,EXACT
R02ZF,R02ZF_SARF000486,486,44,44,True,True,EXACT
R02ZF,R02ZF_SARF000487,487,50,50,True,True,EXACT
R02ZF,R02ZF_SARF000488,488,40,40,True,True,EXACT
R02ZF,R02ZF_SARF000489,489,47,47,True,True,EXACT
R02ZF,R02ZF_SARF000490,490,51,51,True,True,EXACT
R02ZF,R02ZF_SARF000491,491,59,59,True,True,EXACT
R02ZF,R02ZF_SARF000492,492,53,53,True,True,EXACT
R02ZF,R02ZF_SARF000493,493,55,55,True,True,EXACT
R02ZF,R02ZF_SARF000494,494,53,53,True,True,EXACT
R03ZF,R03ZF_SARF000458,458,34,34,True,True,EXACT
R03ZF,R03ZF_SARF000459,459,39,39,True,True,EXACT
R03ZF,R03ZF_SARF000460,460,47,47,True,True,EXACT
R03ZF,R03ZF_SARF000461,461,40,40,True,True,EXACT
R03ZF,R03ZF_SARF000462,462,34,34,True,True,EXACT
R03ZF,R03ZF_SARF000463,463,37,37,True,True,EXACT
R03ZF,R03ZF_SARF000464,464,50,50,True,True,EXACT
R03ZF,R03ZF_SARF000465,465,49,49,True,True,EXACT
R03ZF,R03ZF_SARF000466,466,25,25,True,True,EXACT
R03ZF,R03ZF_SARF000467,467,40,40,True,True,EXACT
R03ZF,R03ZF_SARF000468,468,43,43,True,True,EXACT
R03ZF,R03ZF_SARF000469,469,31,31,True,True,EXACT
R03ZF,R03ZF_SARF000470,470,25,25,True,True,EXACT
R03ZF,R03ZF_SARF000471,471,40,40,True,True,EXACT
R03ZF,R03ZF_SARF000472,472,49,49,True,True,EXACT
R03ZF,R03ZF_SARF000473,473,50,50,True,True,EXACT
R03ZF,R03ZF_SARF000474,474,41,41,True,True,EXACT
R03ZF,R03ZF_SARF000475,475,48,48,True,True,EXACT
R03ZF,R03ZF_SARF000476,476,59,59,True,True,EXACT
R03ZF,R03ZF_SARF000477,477,51,51,True,True,EXACT
R03ZF,R03ZF_SARF000478,478,45,45,True,True,EXACT
R03ZF,R03ZF_SARF000479,479,33,33,True,True,EXACT
R03ZF,R03ZF_SARF000480,480,47,47,True,True,EXACT
R03ZF,R03ZF_SARF000481,481,49,49,True,True,EXACT
R03ZF,R03ZF_SARF000482,482,47,47,True,True,EXACT
R03ZF,R03ZF_SARF000483,483,54,54,True,True,EXACT
R03ZF,R03ZF_SARF000484,484,49,49,True,True,EXACT
R03ZF,R03ZF_SARF000485,485,36,36,True,True,EXACT
R03ZF,R03ZF_SARF000486,486,42,42,True,True,EXACT
R03ZF,R03ZF_SARF000487,487,35,35,True,True,EXACT
R03ZF,R03ZF_SARF000488,488,48,48,True,True,EXACT
R03ZF,R03ZF_SARF000489,489,41,41,True,True,EXACT
R03ZF,R03ZF_SARF000490,490,50,50,True,True,EXACT
R03ZF,R03ZF_SARF000491,491,49,49,True,True,EXACT
R03ZF,R03ZF_SARF000492,492,49,49,True,True,EXACT
R03ZF,R03ZF_SARF000493,493,41,41,True,True,EXACT
R03ZF,R03ZF_SARF000494,494,50,50,True,True,EXACT
