event_id,run_id,mode,frame_index,hypothesis_id,runtime_optical_fragment_id,previous_state,new_state,transition_evidence,segment_generated_from_stream
TERGR2E_5857C1BCB8BB44760C7B,R01ZF,FIXED_LAG_100MS,0,TERGR2H_05464B22F990466B2DF2,R01ZF_REUSED_R01ZF_PERSON002,UNSEEN,ACTIVE_AMBIGUOUS,OPTICAL_CONTINUITY_BUT_SAR_P0_CONTINUITY_INTERFACE_UNAVAILABLE,True
TERGR2E_8FE45CAAAF5EF3760851,R01ZF,FIXED_LAG_100MS,91,TERGR2H_05464B22F990466B2DF2,R01ZF_REUSED_R01ZF_PERSON002,ACTIVE_AMBIGUOUS,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_2D96448313C4BA2A17EF,R01ZF,FULL_CONTEXT_OFFLINE,0,TERGR2H_05464B22F990466B2DF2,R01ZF_REUSED_R01ZF_PERSON002,UNSEEN,ACTIVE_AMBIGUOUS,OPTICAL_CONTINUITY_BUT_SAR_P0_CONTINUITY_INTERFACE_UNAVAILABLE,True
TERGR2E_BDCAD777045B5D76C804,R01ZF,FULL_CONTEXT_OFFLINE,91,TERGR2H_05464B22F990466B2DF2,R01ZF_REUSED_R01ZF_PERSON002,ACTIVE_AMBIGUOUS,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_1A8357924308A4C2073A,R01ZF,CAUSAL_REPLAY,17,TERGR2H_BB83239BEB36620583D4,R01ZF_REUSED_R01ZF_PERSON003,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_D1E372DF258289B2E6B2,R01ZF,CAUSAL_REPLAY,19,TERGR2H_BB83239BEB36620583D4,R01ZF_REUSED_R01ZF_PERSON003,ADMISSION_PENDING,ACTIVE_AMBIGUOUS,MULTIPLE_RUNTIME_LEGAL_SAR_EXPLANATION_FAMILIES,True
TERGR2E_A4A419F7ECE82DC9672B,R01ZF,CAUSAL_REPLAY,123,TERGR2H_BB83239BEB36620583D4,R01ZF_REUSED_R01ZF_PERSON003,ACTIVE_AMBIGUOUS,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_5788EAADA00F6BF09B27,R01ZF,FIXED_LAG_100MS,17,TERGR2H_BB83239BEB36620583D4,R01ZF_REUSED_R01ZF_PERSON003,UNSEEN,ACTIVE_AMBIGUOUS,MULTIPLE_RUNTIME_LEGAL_SAR_EXPLANATION_FAMILIES,True
TERGR2E_EBBEB301BC6DE46AE5E8,R01ZF,FIXED_LAG_100MS,123,TERGR2H_BB83239BEB36620583D4,R01ZF_REUSED_R01ZF_PERSON003,ACTIVE_AMBIGUOUS,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_B45B1E5B0C30A359A627,R01ZF,FULL_CONTEXT_OFFLINE,17,TERGR2H_BB83239BEB36620583D4,R01ZF_REUSED_R01ZF_PERSON003,UNSEEN,ACTIVE_AMBIGUOUS,MULTIPLE_RUNTIME_LEGAL_SAR_EXPLANATION_FAMILIES,True
TERGR2E_6BE52466FA4A54DA1ABE,R01ZF,FULL_CONTEXT_OFFLINE,123,TERGR2H_BB83239BEB36620583D4,R01ZF_REUSED_R01ZF_PERSON003,ACTIVE_AMBIGUOUS,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_BD2CBEC99805A899568D,R01ZF,CAUSAL_REPLAY,123,TERGR2H_52700F11D772CA6C2619,R01ZF_REUSED_R01ZF_PERSON100001,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_5A8F70CB6DE350A5D164,R01ZF,CAUSAL_REPLAY,124,TERGR2H_52700F11D772CA6C2619,R01ZF_REUSED_R01ZF_PERSON100001,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_F19ED4A44086ECDD4C16,R01ZF,FIXED_LAG_100MS,123,TERGR2H_52700F11D772CA6C2619,R01ZF_REUSED_R01ZF_PERSON100001,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_75E7796402BA5BE482EC,R01ZF,FIXED_LAG_100MS,124,TERGR2H_52700F11D772CA6C2619,R01ZF_REUSED_R01ZF_PERSON100001,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_57AD9B05376C1B09733C,R01ZF,FULL_CONTEXT_OFFLINE,123,TERGR2H_52700F11D772CA6C2619,R01ZF_REUSED_R01ZF_PERSON100001,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_23BA06AA76DBD22F934D,R01ZF,FULL_CONTEXT_OFFLINE,124,TERGR2H_52700F11D772CA6C2619,R01ZF_REUSED_R01ZF_PERSON100001,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_E5D8979FBD2DEFE68343,R01ZF,CAUSAL_REPLAY,123,TERGR2H_CBD75B49F554F833C0C0,R01ZF_REUSED_R01ZF_PERSON100002,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_53883D289B80C0DF91A9,R01ZF,CAUSAL_REPLAY,124,TERGR2H_CBD75B49F554F833C0C0,R01ZF_REUSED_R01ZF_PERSON100002,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_E68D35433D0471EDECED,R01ZF,FIXED_LAG_100MS,123,TERGR2H_CBD75B49F554F833C0C0,R01ZF_REUSED_R01ZF_PERSON100002,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_E709E06061BBAA8A7B5A,R01ZF,FIXED_LAG_100MS,124,TERGR2H_CBD75B49F554F833C0C0,R01ZF_REUSED_R01ZF_PERSON100002,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_ED23C4DDD737704BDE8B,R01ZF,FULL_CONTEXT_OFFLINE,123,TERGR2H_CBD75B49F554F833C0C0,R01ZF_REUSED_R01ZF_PERSON100002,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_D7F89337568CB832B7F5,R01ZF,FULL_CONTEXT_OFFLINE,124,TERGR2H_CBD75B49F554F833C0C0,R01ZF_REUSED_R01ZF_PERSON100002,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_7839FD6F0CFB5C41F7B0,R01ZF,CAUSAL_REPLAY,258,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_0B2AE4BC08CCFE2B0774,R01ZF,CAUSAL_REPLAY,259,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_E7ED9A3769EA96366970,R01ZF,CAUSAL_REPLAY,494,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_F869D80DF9BA9D846BEA,R01ZF,FIXED_LAG_100MS,258,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_068E034A6AF178929BDF,R01ZF,FIXED_LAG_100MS,259,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_AFC27EF4B1B117B4A5E0,R01ZF,FIXED_LAG_100MS,494,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_64662235710FAAE79D8B,R01ZF,FULL_CONTEXT_OFFLINE,258,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_79711F38F8C22E0988B9,R01ZF,FULL_CONTEXT_OFFLINE,259,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_41C146D103052D74375B,R01ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_3AAF2B892A1357290595,R01ZF_REUSED_R01ZF_PERSON100003,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_B57A3451D6318BDA6270,R01ZF,CAUSAL_REPLAY,258,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_A3ED21D79F88E3E60480,R01ZF,CAUSAL_REPLAY,259,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_6B0C2E8024FFD98FC4FF,R01ZF,CAUSAL_REPLAY,494,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_E76C8B69064388A6DCA1,R01ZF,FIXED_LAG_100MS,258,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_FF7C80A897A46AA2A42E,R01ZF,FIXED_LAG_100MS,259,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_29782A6A7A72FFB2B4A9,R01ZF,FIXED_LAG_100MS,494,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_C967DDE254DBF53E036E,R01ZF,FULL_CONTEXT_OFFLINE,258,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_478CEA0562C0BC2D4660,R01ZF,FULL_CONTEXT_OFFLINE,259,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_D89B42699ABA84C6A05C,R01ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_A699C433A45C3B927B32,R01ZF_REUSED_R01ZF_PERSON100004,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_1FE5CB09A44DFAD9E4B7,R01ZF,CAUSAL_REPLAY,260,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_7B934678E923F80D2586,R01ZF,CAUSAL_REPLAY,261,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_A91BC34BC08F8CC5E75A,R01ZF,CAUSAL_REPLAY,494,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_AA7AD36131E0865630C0,R01ZF,FIXED_LAG_100MS,260,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_30EE7F2408C538C5061F,R01ZF,FIXED_LAG_100MS,261,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_3721D7A0DF4145B11111,R01ZF,FIXED_LAG_100MS,494,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_879E50CA121AB7201995,R01ZF,FULL_CONTEXT_OFFLINE,260,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_407E4BCEEE947B26E109,R01ZF,FULL_CONTEXT_OFFLINE,261,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_2A895C218CAB1673A595,R01ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_9B283E544DD9CA0EF10B,R01ZF_REUSED_R01ZF_PERSON100005,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_2752FE23D5DC6FEA47F6,R01ZF,CAUSAL_REPLAY,457,TERGR2H_E4404AA9AB03C06E4613,R01ZF_REUSED_R01ZF_PERSON100006,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_F3533F16DCFA2FD0AF1C,R01ZF,CAUSAL_REPLAY,458,TERGR2H_E4404AA9AB03C06E4613,R01ZF_REUSED_R01ZF_PERSON100006,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_D58B942A8082A5A0AAF7,R01ZF,FIXED_LAG_100MS,457,TERGR2H_E4404AA9AB03C06E4613,R01ZF_REUSED_R01ZF_PERSON100006,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_9CBE86A195C517D28AD8,R01ZF,FIXED_LAG_100MS,458,TERGR2H_E4404AA9AB03C06E4613,R01ZF_REUSED_R01ZF_PERSON100006,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_8BF395C7B402659EA0A6,R01ZF,FULL_CONTEXT_OFFLINE,457,TERGR2H_E4404AA9AB03C06E4613,R01ZF_REUSED_R01ZF_PERSON100006,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_24C2AD49311BB9145CBE,R01ZF,FULL_CONTEXT_OFFLINE,458,TERGR2H_E4404AA9AB03C06E4613,R01ZF_REUSED_R01ZF_PERSON100006,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_B7A5F1BED9B82BAE63FD,R01ZF,CAUSAL_REPLAY,458,TERGR2H_E9552C0AF1B57C0CF2B2,R01ZF_REUSED_R01ZF_PERSON100007,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_C9B2108A79AED0DFD2D5,R01ZF,CAUSAL_REPLAY,459,TERGR2H_E9552C0AF1B57C0CF2B2,R01ZF_REUSED_R01ZF_PERSON100007,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_72758A2CF65129E580C8,R01ZF,FIXED_LAG_100MS,458,TERGR2H_E9552C0AF1B57C0CF2B2,R01ZF_REUSED_R01ZF_PERSON100007,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_8C6B6B1D15A3F884D98D,R01ZF,FIXED_LAG_100MS,459,TERGR2H_E9552C0AF1B57C0CF2B2,R01ZF_REUSED_R01ZF_PERSON100007,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_86BB0EC0AEE0AB6942D0,R01ZF,FULL_CONTEXT_OFFLINE,458,TERGR2H_E9552C0AF1B57C0CF2B2,R01ZF_REUSED_R01ZF_PERSON100007,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_8FD03F3C81018E19753D,R01ZF,FULL_CONTEXT_OFFLINE,459,TERGR2H_E9552C0AF1B57C0CF2B2,R01ZF_REUSED_R01ZF_PERSON100007,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_5C08E4003BC5CD81638B,R01ZF,CAUSAL_REPLAY,458,TERGR2H_0B3D40825DA8BFEA098A,R01ZF_REUSED_R01ZF_PERSON100008,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_331445A2C5F0F96D142B,R01ZF,CAUSAL_REPLAY,459,TERGR2H_0B3D40825DA8BFEA098A,R01ZF_REUSED_R01ZF_PERSON100008,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_86685446C4B5510B1601,R01ZF,FIXED_LAG_100MS,458,TERGR2H_0B3D40825DA8BFEA098A,R01ZF_REUSED_R01ZF_PERSON100008,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_F6295AB2CAA2061E5E5C,R01ZF,FIXED_LAG_100MS,459,TERGR2H_0B3D40825DA8BFEA098A,R01ZF_REUSED_R01ZF_PERSON100008,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_01917743E30650370D4A,R01ZF,FULL_CONTEXT_OFFLINE,458,TERGR2H_0B3D40825DA8BFEA098A,R01ZF_REUSED_R01ZF_PERSON100008,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_7999805A273F6E59C38B,R01ZF,FULL_CONTEXT_OFFLINE,459,TERGR2H_0B3D40825DA8BFEA098A,R01ZF_REUSED_R01ZF_PERSON100008,ADMISSION_PENDING,CENSORED_AT_BOUNDARY,LAST_OPTICAL_OBSERVATION_TOUCHES_BOUNDARY_DIRECTION_OF_CROSSING_UNRESOLVED,True
TERGR2E_58E676B4442E04A650C2,R01ZF,CAUSAL_REPLAY,460,TERGR2H_385A273567A71F485022,R01ZF_REUSED_R01ZF_PERSON014,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_C7C6DDB83327D091FAA5,R01ZF,CAUSAL_REPLAY,462,TERGR2H_385A273567A71F485022,R01ZF_REUSED_R01ZF_PERSON014,ADMISSION_PENDING,ACTIVE_AMBIGUOUS,OPTICAL_CONTINUITY_BUT_SAR_P0_CONTINUITY_INTERFACE_UNAVAILABLE,True
TERGR2E_EC9290E09F1B98CB5B1A,R01ZF,CAUSAL_REPLAY,494,TERGR2H_385A273567A71F485022,R01ZF_REUSED_R01ZF_PERSON014,ACTIVE_AMBIGUOUS,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_48FE50B87258ED09C8BD,R01ZF,FIXED_LAG_100MS,460,TERGR2H_385A273567A71F485022,R01ZF_REUSED_R01ZF_PERSON014,UNSEEN,ACTIVE_AMBIGUOUS,OPTICAL_CONTINUITY_WITH_EMPTY_CURRENT_SHELL_REGION_SET_SYNC_OR_INTERFACE_CONFLICT_PRESERVED,True
TERGR2E_CA33E56E893550A21441,R01ZF,FIXED_LAG_100MS,494,TERGR2H_385A273567A71F485022,R01ZF_REUSED_R01ZF_PERSON014,ACTIVE_AMBIGUOUS,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_47A699FC3245B67D91AF,R01ZF,FULL_CONTEXT_OFFLINE,460,TERGR2H_385A273567A71F485022,R01ZF_REUSED_R01ZF_PERSON014,UNSEEN,ACTIVE_AMBIGUOUS,OPTICAL_CONTINUITY_WITH_EMPTY_CURRENT_SHELL_REGION_SET_SYNC_OR_INTERFACE_CONFLICT_PRESERVED,True
TERGR2E_B83D5C1C5A10C7F40A45,R01ZF,FULL_CONTEXT_OFFLINE,494,TERGR2H_385A273567A71F485022,R01ZF_REUSED_R01ZF_PERSON014,ACTIVE_AMBIGUOUS,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
TERGR2E_F0E2C4E1F2FFEB82C219,R02ZF,CAUSAL_REPLAY,93,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,UNSEEN,ADMISSION_PENDING,FIRST_FRAGMENT_OBSERVATION_ONLY,True
TERGR2E_7AC329D1CD7FD2FB15B4,R02ZF,CAUSAL_REPLAY,94,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,ADMISSION_PENDING,DORMANT,RAW_FRAGMENT_ENDED_WITHOUT_SEMANTIC_PHYSICAL_CLOSURE,True
TERGR2E_B84F9502F93C2A8C06A7,R02ZF,CAUSAL_REPLAY,494,TERGR2H_5680CAEA5B5A3E8AA3AD,R02ZF_REUSED_R02ZF_PERSON100001,DORMANT,CENSORED_AT_STREAM_END,RUN_ENDED_BEFORE_SEMANTIC_CLOSURE,True
