run_id,sar_frame_index,track_id,target_id_oracle,sensitivity,topology_mode,reference_range_m,reference_theta_deg,reference_d_parallel_m,reference_support_status,curb_state,angular_support_retained,radial_topology_retained,support_2d_retained,post_reference_only
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_1_DEG,PRIMARY_SELECTED_CURB,13.542384228507206,-29.19954789588466,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_1_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.542384228507206,-29.19954789588466,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,CURRENT_FROZEN,PRIMARY_SELECTED_CURB,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,CURRENT_FROZEN,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_6_DEG,PRIMARY_SELECTED_CURB,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_6_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_4_DEG,PRIMARY_SELECTED_CURB,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_4_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_3_DEG,PRIMARY_SELECTED_CURB,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_3_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_2_DEG,PRIMARY_SELECTED_CURB,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_2_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_1_DEG,PRIMARY_SELECTED_CURB,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,472,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_1_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.885279677011624,-31.53462881818187,11.83476013355192,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,CURRENT_FROZEN,PRIMARY_SELECTED_CURB,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,CURRENT_FROZEN,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_6_DEG,PRIMARY_SELECTED_CURB,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_6_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_4_DEG,PRIMARY_SELECTED_CURB,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_4_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_3_DEG,PRIMARY_SELECTED_CURB,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_3_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_2_DEG,PRIMARY_SELECTED_CURB,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_2_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_1_DEG,PRIMARY_SELECTED_CURB,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON017,R02ZF_SARPERSON01,PLUS_MINUS_1_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.492024591496708,-28.83125315515773,11.8196040515286,FULL,CURB_TOPOLOGY_APPLIED,False,True,False,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,CURRENT_FROZEN,PRIMARY_SELECTED_CURB,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,CURRENT_FROZEN,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_6_DEG,PRIMARY_SELECTED_CURB,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_6_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_4_DEG,PRIMARY_SELECTED_CURB,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_4_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_3_DEG,PRIMARY_SELECTED_CURB,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_3_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_2_DEG,PRIMARY_SELECTED_CURB,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_2_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_1_DEG,PRIMARY_SELECTED_CURB,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
R02ZF,473,R02ZF_REUSED_R02ZF_PERSON018,R02ZF_SARPERSON02,PLUS_MINUS_1_DEG,IDENTITY_CONSERVATIVE_TWO_NEAR_BANDS,13.80893933019075,-31.12121534153646,11.821498303744159,FULL,CURB_TOPOLOGY_APPLIED,True,True,True,True
